Date,-5,-4,-3,-2,-1,Close
11/5/2017,36.63249969,37.24000168,38.25249863,38.49750137,38.31499863,38.48749924
12/5/2017,37.24000168,38.25249863,38.49750137,38.31499863,38.48749924,39.02500153
15/5/2017,38.25249863,38.49750137,38.31499863,38.48749924,39.02500153,38.92499924
16/5/2017,38.49750137,38.31499863,38.48749924,39.02500153,38.92499924,38.86750031
17/5/2017,38.31499863,38.48749924,39.02500153,38.92499924,38.86750031,37.5625
18/5/2017,38.48749924,39.02500153,38.92499924,38.86750031,37.5625,38.13499832
19/5/2017,39.02500153,38.92499924,38.86750031,37.5625,38.13499832,38.26499939
22/5/2017,38.92499924,38.86750031,37.5625,38.13499832,38.26499939,38.49750137
23/5/2017,38.86750031,37.5625,38.13499832,38.26499939,38.49750137,38.45000076
24/5/2017,37.5625,38.13499832,38.26499939,38.49750137,38.45000076,38.33499908
25/5/2017,38.13499832,38.26499939,38.49750137,38.45000076,38.33499908,38.46749878
26/5/2017,38.26499939,38.49750137,38.45000076,38.33499908,38.46749878,38.40250015
30/5/2017,38.49750137,38.45000076,38.33499908,38.46749878,38.40250015,38.41749954
31/5/2017,38.45000076,38.33499908,38.46749878,38.40250015,38.41749954,38.18999863
1/6/2017,38.33499908,38.46749878,38.40250015,38.41749954,38.18999863,38.29499817
2/6/2017,38.46749878,38.40250015,38.41749954,38.18999863,38.29499817,38.86249924
5/6/2017,38.40250015,38.41749954,38.18999863,38.29499817,38.86249924,38.48249817
6/6/2017,38.41749954,38.18999863,38.29499817,38.86249924,38.48249817,38.61249924
7/6/2017,38.18999863,38.29499817,38.86249924,38.48249817,38.61249924,38.84249878
8/6/2017,38.29499817,38.86249924,38.48249817,38.61249924,38.84249878,38.74750137
9/6/2017,38.86249924,38.48249817,38.61249924,38.84249878,38.74750137,37.24499893
12/6/2017,38.48249817,38.61249924,38.84249878,38.74750137,37.24499893,36.35499954
13/6/2017,38.61249924,38.84249878,38.74750137,37.24499893,36.35499954,36.64749908
14/6/2017,38.84249878,38.74750137,37.24499893,36.35499954,36.64749908,36.29000092
15/6/2017,38.74750137,37.24499893,36.35499954,36.64749908,36.29000092,36.07249832
16/6/2017,37.24499893,36.35499954,36.64749908,36.29000092,36.07249832,35.56750107
19/6/2017,36.35499954,36.64749908,36.29000092,36.07249832,35.56750107,36.58499908
20/6/2017,36.64749908,36.29000092,36.07249832,35.56750107,36.58499908,36.25249863
21/6/2017,36.29000092,36.07249832,35.56750107,36.58499908,36.25249863,36.46749878
22/6/2017,36.07249832,35.56750107,36.58499908,36.25249863,36.46749878,36.40750122
23/6/2017,35.56750107,36.58499908,36.25249863,36.46749878,36.40750122,36.56999969
26/6/2017,36.58499908,36.25249863,36.46749878,36.40750122,36.56999969,36.45500183
27/6/2017,36.25249863,36.46749878,36.40750122,36.56999969,36.45500183,35.93249893
28/6/2017,36.46749878,36.40750122,36.56999969,36.45500183,35.93249893,36.45750046
29/6/2017,36.40750122,36.56999969,36.45500183,35.93249893,36.45750046,35.91999817
30/6/2017,36.56999969,36.45500183,35.93249893,36.45750046,35.91999817,36.00500107
3/7/2017,36.45500183,35.93249893,36.45750046,35.91999817,36.00500107,35.875
5/7/2017,35.93249893,36.45750046,35.91999817,36.00500107,35.875,36.02249908
6/7/2017,36.45750046,35.91999817,36.00500107,35.875,36.02249908,35.68249893
7/7/2017,35.91999817,36.00500107,35.875,36.02249908,35.68249893,36.04499817
10/7/2017,36.00500107,35.875,36.02249908,35.68249893,36.04499817,36.26499939
11/7/2017,35.875,36.02249908,35.68249893,36.04499817,36.26499939,36.38249969
12/7/2017,36.02249908,35.68249893,36.04499817,36.26499939,36.38249969,36.43500137
13/7/2017,35.68249893,36.04499817,36.26499939,36.38249969,36.43500137,36.94250107
14/7/2017,36.04499817,36.26499939,36.38249969,36.43500137,36.94250107,37.25999832
17/7/2017,36.26499939,36.38249969,36.43500137,36.94250107,37.25999832,37.38999939
18/7/2017,36.38249969,36.43500137,36.94250107,37.25999832,37.38999939,37.52000046
19/7/2017,36.43500137,36.94250107,37.25999832,37.38999939,37.52000046,37.75500107
20/7/2017,36.94250107,37.25999832,37.38999939,37.52000046,37.75500107,37.58499908
21/7/2017,37.25999832,37.38999939,37.52000046,37.75500107,37.58499908,37.56750107
24/7/2017,37.38999939,37.52000046,37.75500107,37.58499908,37.56750107,38.02249908
25/7/2017,37.52000046,37.75500107,37.58499908,37.56750107,38.02249908,38.18500137
26/7/2017,37.75500107,37.58499908,37.56750107,38.02249908,38.18500137,38.36500168
27/7/2017,37.58499908,37.56750107,38.02249908,38.18500137,38.36500168,37.63999939
28/7/2017,37.56750107,38.02249908,38.18500137,38.36500168,37.63999939,37.375
31/7/2017,38.02249908,38.18500137,38.36500168,37.63999939,37.375,37.18249893
1/8/2017,38.18500137,38.36500168,37.63999939,37.375,37.18249893,37.51250076
2/8/2017,38.36500168,37.63999939,37.375,37.18249893,37.51250076,39.28499985
3/8/2017,37.63999939,37.375,37.18249893,37.51250076,39.28499985,38.89250183
4/8/2017,37.375,37.18249893,37.51250076,39.28499985,38.89250183,39.09749985
7/8/2017,37.18249893,37.51250076,39.28499985,38.89250183,39.09749985,39.70249939
8/8/2017,37.51250076,39.28499985,38.89250183,39.09749985,39.70249939,40.02000046
9/8/2017,39.28499985,38.89250183,39.09749985,39.70249939,40.02000046,40.26499939
10/8/2017,38.89250183,39.09749985,39.70249939,40.02000046,40.26499939,38.83000183
11/8/2017,39.09749985,39.70249939,40.02000046,40.26499939,38.83000183,39.36999893
14/8/2017,39.70249939,40.02000046,40.26499939,38.83000183,39.36999893,39.96250153
15/8/2017,40.02000046,40.26499939,38.83000183,39.36999893,39.96250153,40.40000153
16/8/2017,40.26499939,38.83000183,39.36999893,39.96250153,40.40000153,40.23749924
17/8/2017,38.83000183,39.36999893,39.96250153,40.40000153,40.23749924,39.46500015
18/8/2017,39.36999893,39.96250153,40.40000153,40.23749924,39.46500015,39.375
21/8/2017,39.96250153,40.40000153,40.23749924,39.46500015,39.375,39.30250168
22/8/2017,40.40000153,40.23749924,39.46500015,39.375,39.30250168,39.94499969
23/8/2017,40.23749924,39.46500015,39.375,39.30250168,39.94499969,39.99499893
24/8/2017,39.46500015,39.375,39.30250168,39.94499969,39.99499893,39.81750107
25/8/2017,39.375,39.30250168,39.94499969,39.99499893,39.81750107,39.96500015
28/8/2017,39.30250168,39.94499969,39.99499893,39.81750107,39.96500015,40.36750031
29/8/2017,39.94499969,39.99499893,39.81750107,39.96500015,40.36750031,40.72750092
30/8/2017,39.99499893,39.81750107,39.96500015,40.36750031,40.72750092,40.83750153
31/8/2017,39.81750107,39.96500015,40.36750031,40.72750092,40.83750153,41
1/9/2017,39.96500015,40.36750031,40.72750092,40.83750153,41,41.01250076
5/9/2017,40.36750031,40.72750092,40.83750153,41,41.01250076,40.52000046
6/9/2017,40.72750092,40.83750153,41,41.01250076,40.52000046,40.47750092
7/9/2017,40.83750153,41,41.01250076,40.52000046,40.47750092,40.31499863
8/9/2017,41,41.01250076,40.52000046,40.47750092,40.31499863,39.65750122
11/9/2017,41.01250076,40.52000046,40.47750092,40.31499863,39.65750122,40.375
12/9/2017,40.52000046,40.47750092,40.31499863,39.65750122,40.375,40.21500015
13/9/2017,40.47750092,40.31499863,39.65750122,40.375,40.21500015,39.91249847
14/9/2017,40.31499863,39.65750122,40.375,40.21500015,39.91249847,39.56999969
15/9/2017,39.65750122,40.375,40.21500015,39.91249847,39.56999969,39.97000122
18/9/2017,40.375,40.21500015,39.91249847,39.56999969,39.97000122,39.66749954
19/9/2017,40.21500015,39.91249847,39.56999969,39.97000122,39.66749954,39.68249893
20/9/2017,39.91249847,39.56999969,39.97000122,39.66749954,39.68249893,39.01750183
21/9/2017,39.56999969,39.97000122,39.66749954,39.68249893,39.01750183,38.34749985
22/9/2017,39.97000122,39.66749954,39.68249893,39.01750183,38.34749985,37.97249985
25/9/2017,39.66749954,39.68249893,39.01750183,38.34749985,37.97249985,37.63750076
26/9/2017,39.68249893,39.01750183,38.34749985,37.97249985,37.63750076,38.28499985
27/9/2017,39.01750183,38.34749985,37.97249985,37.63750076,38.28499985,38.55749893
28/9/2017,38.34749985,37.97249985,37.63750076,38.28499985,38.55749893,38.31999969
29/9/2017,37.97249985,37.63750076,38.28499985,38.55749893,38.31999969,38.52999878
2/10/2017,37.63750076,38.28499985,38.55749893,38.31999969,38.52999878,38.45249939
3/10/2017,38.28499985,38.55749893,38.31999969,38.52999878,38.45249939,38.61999893
4/10/2017,38.55749893,38.31999969,38.52999878,38.45249939,38.61999893,38.36999893
5/10/2017,38.31999969,38.52999878,38.45249939,38.61999893,38.36999893,38.84749985
6/10/2017,38.52999878,38.45249939,38.61999893,38.36999893,38.84749985,38.82500076
9/10/2017,38.45249939,38.61999893,38.36999893,38.84749985,38.82500076,38.95999908
10/10/2017,38.61999893,38.36999893,38.84749985,38.82500076,38.95999908,38.97499847
11/10/2017,38.36999893,38.84749985,38.82500076,38.95999908,38.97499847,39.13750076
12/10/2017,38.84749985,38.82500076,38.95999908,38.97499847,39.13750076,39
13/10/2017,38.82500076,38.95999908,38.97499847,39.13750076,39,39.24750137
16/10/2017,38.95999908,38.97499847,39.13750076,39,39.24750137,39.97000122
17/10/2017,38.97499847,39.13750076,39,39.24750137,39.97000122,40.11750031
18/10/2017,39.13750076,39,39.24750137,39.97000122,40.11750031,39.93999863
19/10/2017,39,39.24750137,39.97000122,40.11750031,39.93999863,38.99499893
20/10/2017,39.24750137,39.97000122,40.11750031,39.93999863,38.99499893,39.0625
23/10/2017,39.97000122,40.11750031,39.93999863,38.99499893,39.0625,39.04249954
24/10/2017,40.11750031,39.93999863,38.99499893,39.0625,39.04249954,39.27500153
25/10/2017,39.93999863,38.99499893,39.0625,39.04249954,39.27500153,39.10250092
26/10/2017,38.99499893,39.0625,39.04249954,39.27500153,39.10250092,39.35250092
27/10/2017,39.0625,39.04249954,39.27500153,39.10250092,39.35250092,40.76250076
30/10/2017,39.04249954,39.27500153,39.10250092,39.35250092,40.76250076,41.68000031
31/10/2017,39.27500153,39.10250092,39.35250092,40.76250076,41.68000031,42.25999832
1/11/2017,39.10250092,39.35250092,40.76250076,41.68000031,42.25999832,41.72249985
2/11/2017,39.35250092,40.76250076,41.68000031,42.25999832,41.72249985,42.02750015
3/11/2017,40.76250076,41.68000031,42.25999832,41.72249985,42.02750015,43.125
6/11/2017,41.68000031,42.25999832,41.72249985,42.02750015,43.125,43.5625
7/11/2017,42.25999832,41.72249985,42.02750015,43.125,43.5625,43.70249939
8/11/2017,41.72249985,42.02750015,43.125,43.5625,43.70249939,44.06000137
9/11/2017,42.02750015,43.125,43.5625,43.70249939,44.06000137,43.97000122
10/11/2017,43.125,43.5625,43.70249939,44.06000137,43.97000122,43.66749954
13/11/2017,43.5625,43.70249939,44.06000137,43.97000122,43.66749954,43.49250031
14/11/2017,43.70249939,44.06000137,43.97000122,43.66749954,43.49250031,42.83499908
15/11/2017,44.06000137,43.97000122,43.66749954,43.49250031,42.83499908,42.27000046
16/11/2017,43.97000122,43.66749954,43.49250031,42.83499908,42.27000046,42.77500153
17/11/2017,43.66749954,43.49250031,42.83499908,42.27000046,42.77500153,42.53749847
20/11/2017,43.49250031,42.83499908,42.27000046,42.77500153,42.53749847,42.49499893
21/11/2017,42.83499908,42.27000046,42.77500153,42.53749847,42.49499893,43.28499985
22/11/2017,42.27000046,42.77500153,42.53749847,42.49499893,43.28499985,43.74000168
24/11/2017,42.77500153,42.53749847,42.49499893,43.28499985,43.74000168,43.74250031
27/11/2017,42.53749847,42.49499893,43.28499985,43.74000168,43.74250031,43.52249908
28/11/2017,42.49499893,43.28499985,43.74000168,43.74250031,43.52249908,43.26750183
29/11/2017,43.28499985,43.74000168,43.74250031,43.52249908,43.26750183,42.36999893
30/11/2017,43.74000168,43.74250031,43.52249908,43.26750183,42.36999893,42.96250153
1/12/2017,43.74250031,43.52249908,43.26750183,42.36999893,42.96250153,42.76250076
4/12/2017,43.52249908,43.26750183,42.36999893,42.96250153,42.76250076,42.45000076
5/12/2017,43.26750183,42.36999893,42.96250153,42.76250076,42.45000076,42.40999985
6/12/2017,42.36999893,42.96250153,42.76250076,42.45000076,42.40999985,42.25249863
7/12/2017,42.96250153,42.76250076,42.45000076,42.40999985,42.25249863,42.33000183
8/12/2017,42.76250076,42.45000076,42.40999985,42.25249863,42.33000183,42.34249878
11/12/2017,42.45000076,42.40999985,42.25249863,42.33000183,42.34249878,43.16749954
12/12/2017,42.40999985,42.25249863,42.33000183,42.34249878,43.16749954,42.92499924
13/12/2017,42.25249863,42.33000183,42.34249878,43.16749954,42.92499924,43.06750107
14/12/2017,42.33000183,42.34249878,43.16749954,42.92499924,43.06750107,43.05500031
15/12/2017,42.34249878,43.16749954,42.92499924,43.06750107,43.05500031,43.49250031
18/12/2017,43.16749954,42.92499924,43.06750107,43.05500031,43.49250031,44.10499954
19/12/2017,42.92499924,43.06750107,43.05500031,43.49250031,44.10499954,43.63499832
20/12/2017,43.06750107,43.05500031,43.49250031,44.10499954,43.63499832,43.58750153
21/12/2017,43.05500031,43.49250031,44.10499954,43.63499832,43.58750153,43.75249863
22/12/2017,43.49250031,44.10499954,43.63499832,43.58750153,43.75249863,43.75249863
26/12/2017,44.10499954,43.63499832,43.58750153,43.75249863,43.75249863,42.64250183
27/12/2017,43.63499832,43.58750153,43.75249863,43.75249863,42.64250183,42.65000153
28/12/2017,43.58750153,43.75249863,43.75249863,42.64250183,42.65000153,42.77000046
29/12/2017,43.75249863,43.75249863,42.64250183,42.65000153,42.77000046,42.30749893
2/1/2018,43.75249863,42.64250183,42.65000153,42.77000046,42.30749893,43.06499863
3/1/2018,42.64250183,42.65000153,42.77000046,42.30749893,43.06499863,43.05749893
4/1/2018,42.65000153,42.77000046,42.30749893,43.06499863,43.05749893,43.25749969
5/1/2018,42.77000046,42.30749893,43.06499863,43.05749893,43.25749969,43.75
8/1/2018,42.30749893,43.06499863,43.05749893,43.25749969,43.75,43.58750153
9/1/2018,43.06499863,43.05749893,43.25749969,43.75,43.58750153,43.58250046
10/1/2018,43.05749893,43.25749969,43.75,43.58750153,43.58250046,43.57249832
11/1/2018,43.25749969,43.75,43.58750153,43.58250046,43.57249832,43.81999969
12/1/2018,43.75,43.58750153,43.58250046,43.57249832,43.81999969,44.27249908
16/1/2018,43.58750153,43.58250046,43.57249832,43.81999969,44.27249908,44.04750061
17/1/2018,43.58250046,43.57249832,43.81999969,44.27249908,44.04750061,44.77500153
18/1/2018,43.57249832,43.81999969,44.27249908,44.04750061,44.77500153,44.81499863
19/1/2018,43.81999969,44.27249908,44.04750061,44.77500153,44.81499863,44.61500168
22/1/2018,44.27249908,44.04750061,44.77500153,44.81499863,44.61500168,44.25
23/1/2018,44.04750061,44.77500153,44.81499863,44.61500168,44.25,44.25999832
24/1/2018,44.77500153,44.81499863,44.61500168,44.25,44.25999832,43.55500031
25/1/2018,44.81499863,44.61500168,44.25,44.25999832,43.55500031,42.77750015
26/1/2018,44.61500168,44.25,44.25999832,43.55500031,42.77750015,42.87749863
29/1/2018,44.25,44.25999832,43.55500031,42.77750015,42.87749863,41.99000168
30/1/2018,44.25999832,43.55500031,42.77750015,42.87749863,41.99000168,41.74250031
31/1/2018,43.55500031,42.77750015,42.87749863,41.99000168,41.74250031,41.85749817
1/2/2018,42.77750015,42.87749863,41.99000168,41.74250031,41.85749817,41.94499969
2/2/2018,42.87749863,41.99000168,41.74250031,41.85749817,41.94499969,40.125
5/2/2018,41.99000168,41.74250031,41.85749817,41.94499969,40.125,39.12250137
6/2/2018,41.74250031,41.85749817,41.94499969,40.125,39.12250137,40.75749969
7/2/2018,41.85749817,41.94499969,40.125,39.12250137,40.75749969,39.88499832
8/2/2018,41.94499969,40.125,39.12250137,40.75749969,39.88499832,38.78749847
9/2/2018,40.125,39.12250137,40.75749969,39.88499832,38.78749847,39.10250092
12/2/2018,39.12250137,40.75749969,39.88499832,38.78749847,39.10250092,40.67750168
13/2/2018,40.75749969,39.88499832,38.78749847,39.10250092,40.67750168,41.08499908
14/2/2018,39.88499832,38.78749847,39.10250092,40.67750168,41.08499908,41.84249878
15/2/2018,38.78749847,39.10250092,40.67750168,41.08499908,41.84249878,43.24750137
16/2/2018,39.10250092,40.67750168,41.08499908,41.84249878,43.24750137,43.10749817
20/2/2018,40.67750168,41.08499908,41.84249878,43.24750137,43.10749817,42.96250153
21/2/2018,41.08499908,41.84249878,43.24750137,43.10749817,42.96250153,42.76750183
22/2/2018,41.84249878,43.24750137,43.10749817,42.96250153,42.76750183,43.125
23/2/2018,43.24750137,43.10749817,42.96250153,42.76750183,43.125,43.875
26/2/2018,43.10749817,42.96250153,42.76750183,43.125,43.875,44.74250031
27/2/2018,42.96250153,42.76750183,43.125,43.875,44.74250031,44.59749985
28/2/2018,42.76750183,43.125,43.875,44.74250031,44.59749985,44.52999878
1/3/2018,43.125,43.875,44.74250031,44.59749985,44.52999878,43.75
2/3/2018,43.875,44.74250031,44.59749985,44.52999878,43.75,44.05250168
5/3/2018,44.74250031,44.59749985,44.52999878,43.75,44.05250168,44.20500183
6/3/2018,44.59749985,44.52999878,43.75,44.05250168,44.20500183,44.16749954
7/3/2018,44.52999878,43.75,44.05250168,44.20500183,44.16749954,43.75749969
8/3/2018,43.75,44.05250168,44.20500183,44.16749954,43.75749969,44.23500061
9/3/2018,44.05250168,44.20500183,44.16749954,43.75749969,44.23500061,44.99499893
12/3/2018,44.20500183,44.16749954,43.75749969,44.23500061,44.99499893,45.43000031
13/3/2018,44.16749954,43.75749969,44.23500061,44.99499893,45.43000031,44.99250031
14/3/2018,43.75749969,44.23500061,44.99499893,45.43000031,44.99250031,44.61000061
15/3/2018,44.23500061,44.99499893,45.43000031,44.99250031,44.61000061,44.66249847
