Date,Open,High,Low,Close,Adj Close,Volume
2016-11-11,81.81999969482422,82.37000274658203,77.9000015258789,81.61000061035156,71.60944366455078,2331300
2016-11-14,81.80000305175781,82.73999786376953,81.16000366210938,81.66000366210938,71.6532974243164,1901800
2016-11-15,83.63999938964844,84.69999694824219,80.87000274658203,80.9000015258789,70.98643493652344,705100
2016-11-16,80.69999694824219,81.61000061035156,78.62999725341797,79.13999938964844,69.4421157836914,825400
2016-11-17,79.04000091552734,80.63999938964844,79.04000091552734,79.70999908447266,69.9422607421875,1112800
2016-11-18,79.47000122070312,80.04000091552734,77.37000274658203,78.18000030517578,68.59973907470703,974100
2016-11-21,79.31999969482422,79.9000015258789,78.95999908447266,79.37999725341797,69.65267944335938,362400
2016-11-22,79.9000015258789,80.86000061035156,79.13999938964844,79.38999938964844,69.66146850585938,941900
2016-11-23,78.68000030517578,81.05000305175781,78.26000213623047,80.72000122070312,70.8284912109375,789600
2016-11-25,80.56999969482422,80.56999969482422,79.62999725341797,80.12999725341797,70.310791015625,200200
2016-11-28,80.33999633789062,80.93000030517578,79.94999694824219,80.5199966430664,70.65299987792969,572400
2016-11-29,80.2699966430664,80.41000366210938,79.06999969482422,79.11000061035156,69.41576385498047,420900
2016-11-30,79.80000305175781,80.68000030517578,77.83000183105469,78.05000305175781,68.48568725585938,577300
2016-12-01,78.31999969482422,78.36000061035156,75.5199966430664,76.0199966430664,66.70442962646484,975500
2016-12-02,76.33000183105469,77.55999755859375,75.6500015258789,76.80999755859375,67.39762115478516,806200
2016-12-05,76.9800033569336,78.0999984741211,76.66000366210938,77.55000305175781,68.04695129394531,605200
2016-12-06,77.83999633789062,78.30999755859375,76.18000030517578,76.30999755859375,66.9588851928711,587200
2016-12-07,76.83000183105469,77.19000244140625,76.16999816894531,76.62999725341797,67.23966979980469,624300
2016-12-08,76.56999969482422,78.0199966430664,76.08000183105469,77.5999984741211,68.0908203125,648700
2016-12-09,77.69000244140625,79.81999969482422,77.1500015258789,79.31999969482422,69.60005187988281,776900
2016-12-12,79.58999633789062,79.76000213623047,78.25,79.0199966430664,69.3368148803711,411800
2016-12-13,79.61000061035156,80.75,78.0,79.11000061035156,69.41576385498047,653200
2016-12-14,79.12000274658203,79.31999969482422,77.22000122070312,77.44999694824219,67.95919036865234,402200
2016-12-15,77.2699966430664,78.33999633789062,76.5,77.94000244140625,68.38916778564453,498500
2016-12-16,77.31999969482422,77.87999725341797,76.30000305175781,76.5199966430664,67.14315795898438,458800
2016-12-19,76.2300033569336,76.77999877929688,74.7699966430664,75.68000030517578,66.40609741210938,603500
2016-12-20,75.9000015258789,76.91000366210938,74.29000091552734,75.48999786376953,66.2393798828125,660900
2016-12-21,75.5999984741211,75.95999908447266,74.86000061035156,75.54000091552734,66.28324890136719,623600
2016-12-22,74.97000122070312,75.69000244140625,74.41999816894531,75.63999938964844,66.37098693847656,436200
2016-12-23,75.9800033569336,76.55999755859375,75.56999969482422,75.80999755859375,66.52015686035156,278500
2016-12-27,75.69999694824219,76.30999755859375,75.69999694824219,76.08999633789062,66.7658462524414,215900
2016-12-28,76.02999877929688,76.13999938964844,75.6500015258789,76.08000183105469,66.75708770751953,312800
2016-12-29,76.5,77.26000213623047,76.0199966430664,76.86000061035156,67.44149017333984,315000
2016-12-30,76.94999694824219,77.44999694824219,75.93000030517578,76.20999908447266,66.87116241455078,243000
2017-01-03,76.41999816894531,77.47000122070312,76.0,76.44999694824219,67.08174896240234,636500
2017-01-04,76.80000305175781,76.80000305175781,74.2699966430664,75.12000274658203,65.91472625732422,631800
2017-01-05,75.62000274658203,76.13999938964844,75.37000274658203,75.97000122070312,66.66056060791016,527300
2017-01-06,76.37999725341797,76.72000122070312,75.05999755859375,75.30000305175781,66.07267761230469,326600
2017-01-09,75.16999816894531,75.63999938964844,74.04000091552734,74.19000244140625,65.09869384765625,425600
2017-01-10,74.2300033569336,75.12000274658203,73.44999694824219,74.56999969482422,65.43211364746094,557200
2017-01-11,74.86000061035156,74.86000061035156,73.8499984741211,74.31999969482422,65.21275329589844,792100
2017-01-12,74.69999694824219,75.7300033569336,74.69000244140625,74.77999877929688,65.61637115478516,541200
2017-01-13,74.81999969482422,75.81999969482422,74.01000213623047,75.31999969482422,66.0902099609375,325200
2017-01-17,75.11000061035156,77.0999984741211,74.86000061035156,76.19000244140625,66.85359954833984,545900
2017-01-18,76.01000213623047,76.38999938964844,74.54000091552734,75.13999938964844,65.93228149414062,479200
2017-01-19,75.1500015258789,76.13999938964844,74.83999633789062,75.19000244140625,65.97614288330078,592900
