DATE,DGS10
13/12/2018,2.91
14/12/2018,2.89
17/12/2018,2.86
18/12/2018,2.82
19/12/2018,2.77
20/12/2018,2.79
21/12/2018,2.79
24/12/2018,2.74
26/12/2018,2.81
27/12/2018,2.77
28/12/2018,2.72
31/12/2018,2.69
2/1/2019,2.66
3/1/2019,2.56
4/1/2019,2.67
7/1/2019,2.7
8/1/2019,2.73
9/1/2019,2.74
10/1/2019,2.74
11/1/2019,2.71
14/1/2019,2.71
15/1/2019,2.72
16/1/2019,2.73
17/1/2019,2.75
18/1/2019,2.79
22/1/2019,2.74
23/1/2019,2.76
24/1/2019,2.72
25/1/2019,2.76
28/1/2019,2.75
29/1/2019,2.72
30/1/2019,2.7
31/1/2019,2.63
1/2/2019,2.7
4/2/2019,2.73
5/2/2019,2.71
6/2/2019,2.7
7/2/2019,2.65
8/2/2019,2.63
11/2/2019,2.65
12/2/2019,2.68
13/2/2019,2.71
14/2/2019,2.66
15/2/2019,2.66
19/2/2019,2.65
20/2/2019,2.65
21/2/2019,2.69
22/2/2019,2.65
25/2/2019,2.67
26/2/2019,2.64
27/2/2019,2.69
28/2/2019,2.73
1/3/2019,2.76
4/3/2019,2.72
5/3/2019,2.72
6/3/2019,2.69
7/3/2019,2.64
8/3/2019,2.62
11/3/2019,2.64
12/3/2019,2.61
13/3/2019,2.61
14/3/2019,2.63
15/3/2019,2.59
18/3/2019,2.6
19/3/2019,2.61
20/3/2019,2.54
21/3/2019,2.54
22/3/2019,2.44
25/3/2019,2.43
26/3/2019,2.41
27/3/2019,2.39
28/3/2019,2.39
29/3/2019,2.41
1/4/2019,2.49
2/4/2019,2.48
3/4/2019,2.52
4/4/2019,2.51
5/4/2019,2.5
8/4/2019,2.52
9/4/2019,2.51
10/4/2019,2.48
11/4/2019,2.51
12/4/2019,2.56
15/4/2019,2.55
16/4/2019,2.6
17/4/2019,2.59
18/4/2019,2.57
22/4/2019,2.59
23/4/2019,2.57
24/4/2019,2.53
25/4/2019,2.54
26/4/2019,2.51
29/4/2019,2.54
30/4/2019,2.51
1/5/2019,2.52
2/5/2019,2.55
3/5/2019,2.54
6/5/2019,2.51
7/5/2019,2.45
8/5/2019,2.49
9/5/2019,2.45
10/5/2019,2.47
13/5/2019,2.4
14/5/2019,2.42
15/5/2019,2.37
16/5/2019,2.4
17/5/2019,2.39
20/5/2019,2.41
21/5/2019,2.43
22/5/2019,2.39
23/5/2019,2.31
24/5/2019,2.32
28/5/2019,2.26
29/5/2019,2.25
30/5/2019,2.22
31/5/2019,2.14
3/6/2019,2.07
4/6/2019,2.12
5/6/2019,2.12
6/6/2019,2.12
7/6/2019,2.09
10/6/2019,2.15
11/6/2019,2.15
12/6/2019,2.13
13/6/2019,2.1
14/6/2019,2.09
17/6/2019,2.09
18/6/2019,2.06
19/6/2019,2.03
20/6/2019,2.01
21/6/2019,2.07
24/6/2019,2.02
25/6/2019,2
26/6/2019,2.05
27/6/2019,2.01
28/6/2019,2
1/7/2019,2.03
2/7/2019,1.98
3/7/2019,1.96
5/7/2019,2.04
8/7/2019,2.05
9/7/2019,2.07
10/7/2019,2.07
11/7/2019,2.13
12/7/2019,2.12
15/7/2019,2.09
16/7/2019,2.13
17/7/2019,2.06
18/7/2019,2.04
19/7/2019,2.05
22/7/2019,2.05
23/7/2019,2.08
24/7/2019,2.05
25/7/2019,2.08
26/7/2019,2.08
29/7/2019,2.06
30/7/2019,2.06
31/7/2019,2.02
1/8/2019,1.9
2/8/2019,1.86
5/8/2019,1.75
6/8/2019,1.73
7/8/2019,1.71
8/8/2019,1.72
9/8/2019,1.74
12/8/2019,1.65
13/8/2019,1.68
14/8/2019,1.59
15/8/2019,1.52
16/8/2019,1.55
19/8/2019,1.6
20/8/2019,1.55
21/8/2019,1.59
22/8/2019,1.62
23/8/2019,1.52
26/8/2019,1.54
27/8/2019,1.49
28/8/2019,1.47
29/8/2019,1.5
30/8/2019,1.5
3/9/2019,1.47
4/9/2019,1.47
5/9/2019,1.57
6/9/2019,1.55
9/9/2019,1.63
10/9/2019,1.72
11/9/2019,1.75
12/9/2019,1.79
13/9/2019,1.9
16/9/2019,1.84
17/9/2019,1.81
18/9/2019,1.8
19/9/2019,1.79
20/9/2019,1.74
23/9/2019,1.72
24/9/2019,1.64
25/9/2019,1.73
26/9/2019,1.7
27/9/2019,1.69
30/9/2019,1.68
1/10/2019,1.65
2/10/2019,1.6
3/10/2019,1.54
4/10/2019,1.52
7/10/2019,1.56
8/10/2019,1.54
9/10/2019,1.59
10/10/2019,1.67
11/10/2019,1.76
14/10/2019,1.76
15/10/2019,1.77
16/10/2019,1.75
17/10/2019,1.76
18/10/2019,1.76
21/10/2019,1.8
22/10/2019,1.78
23/10/2019,1.77
24/10/2019,1.77
25/10/2019,1.8
28/10/2019,1.85
29/10/2019,1.84
30/10/2019,1.78
31/10/2019,1.69
1/11/2019,1.73
4/11/2019,1.79
5/11/2019,1.86
6/11/2019,1.81
7/11/2019,1.92
8/11/2019,1.94
11/11/2019,1.94
12/11/2019,1.92
13/11/2019,1.88
14/11/2019,1.82
15/11/2019,1.84
18/11/2019,1.81
19/11/2019,1.79
20/11/2019,1.73
21/11/2019,1.77
22/11/2019,1.77
25/11/2019,1.76
26/11/2019,1.74
27/11/2019,1.77
29/11/2019,1.78
2/12/2019,1.83
3/12/2019,1.72
4/12/2019,1.77
5/12/2019,1.8
6/12/2019,1.84
9/12/2019,1.83
10/12/2019,1.85
11/12/2019,1.79
12/12/2019,1.9
13/12/2019,1.82
16/12/2019,1.89
17/12/2019,1.89
18/12/2019,1.92
19/12/2019,1.92
20/12/2019,1.92
23/12/2019,1.93
24/12/2019,1.9
26/12/2019,1.9
27/12/2019,1.88
30/12/2019,1.9
31/12/2019,1.92
2/1/2020,1.88
3/1/2020,1.8
6/1/2020,1.81
7/1/2020,1.83
8/1/2020,1.87
9/1/2020,1.85
10/1/2020,1.83
13/1/2020,1.85
14/1/2020,1.82
15/1/2020,1.79
16/1/2020,1.81
17/1/2020,1.84
21/1/2020,1.78
22/1/2020,1.77
23/1/2020,1.74
24/1/2020,1.7
27/1/2020,1.61
28/1/2020,1.65
29/1/2020,1.6
30/1/2020,1.57
31/1/2020,1.51
3/2/2020,1.54
4/2/2020,1.61
5/2/2020,1.66
6/2/2020,1.65
7/2/2020,1.59
10/2/2020,1.56
11/2/2020,1.59
12/2/2020,1.62
13/2/2020,1.61
14/2/2020,1.59
18/2/2020,1.55
19/2/2020,1.56
20/2/2020,1.52
21/2/2020,1.46
24/2/2020,1.38
25/2/2020,1.33
26/2/2020,1.33
27/2/2020,1.3
28/2/2020,1.13
2/3/2020,1.1
3/3/2020,1.02
4/3/2020,1.02
5/3/2020,0.92
6/3/2020,0.74
9/3/2020,0.54
10/3/2020,0.76
11/3/2020,0.82
12/3/2020,0.88
13/3/2020,0.94
16/3/2020,0.73
17/3/2020,1.02
18/3/2020,1.18
19/3/2020,1.12
20/3/2020,0.92
23/3/2020,0.76
24/3/2020,0.84
25/3/2020,0.88
26/3/2020,0.83
27/3/2020,0.72
30/3/2020,0.7
31/3/2020,0.7
1/4/2020,0.62
2/4/2020,0.63
3/4/2020,0.62
6/4/2020,0.67
7/4/2020,0.75
8/4/2020,0.77
9/4/2020,0.73
13/4/2020,0.76
14/4/2020,0.76
15/4/2020,0.63
16/4/2020,0.61
17/4/2020,0.65
20/4/2020,0.63
21/4/2020,0.58
22/4/2020,0.63
23/4/2020,0.61
24/4/2020,0.6
27/4/2020,0.67
28/4/2020,0.62
29/4/2020,0.63
30/4/2020,0.64
1/5/2020,0.64
4/5/2020,0.64
5/5/2020,0.66
6/5/2020,0.72
7/5/2020,0.63
8/5/2020,0.69
11/5/2020,0.73
12/5/2020,0.69
13/5/2020,0.64
14/5/2020,0.63
15/5/2020,0.64
18/5/2020,0.73
19/5/2020,0.7
20/5/2020,0.68
21/5/2020,0.68
22/5/2020,0.66
26/5/2020,0.69
27/5/2020,0.68
28/5/2020,0.7
29/5/2020,0.65
1/6/2020,0.66
2/6/2020,0.68
3/6/2020,0.77
4/6/2020,0.82
5/6/2020,0.91
8/6/2020,0.88
9/6/2020,0.84
10/6/2020,0.75
11/6/2020,0.66
12/6/2020,0.71
15/6/2020,0.71
16/6/2020,0.75
17/6/2020,0.74
18/6/2020,0.71
19/6/2020,0.7
22/6/2020,0.71
23/6/2020,0.72
24/6/2020,0.69
25/6/2020,0.68
26/6/2020,0.64
29/6/2020,0.64
30/6/2020,0.66
1/7/2020,0.69
2/7/2020,0.68
6/7/2020,0.69
7/7/2020,0.65
8/7/2020,0.67
9/7/2020,0.62
10/7/2020,0.65
13/7/2020,0.64
14/7/2020,0.63
15/7/2020,0.64
16/7/2020,0.62
17/7/2020,0.64
20/7/2020,0.62
21/7/2020,0.61
22/7/2020,0.6
23/7/2020,0.59
24/7/2020,0.59
27/7/2020,0.62
28/7/2020,0.59
29/7/2020,0.58
30/7/2020,0.55
31/7/2020,0.55
3/8/2020,0.56
4/8/2020,0.52
5/8/2020,0.55
6/8/2020,0.55
7/8/2020,0.57
10/8/2020,0.59
11/8/2020,0.64
12/8/2020,0.69
13/8/2020,0.71
14/8/2020,0.71
17/8/2020,0.69
18/8/2020,0.67
19/8/2020,0.68
20/8/2020,0.65
21/8/2020,0.64
24/8/2020,0.65
25/8/2020,0.69
26/8/2020,0.69
27/8/2020,0.74
28/8/2020,0.74
31/8/2020,0.72
1/9/2020,0.68
2/9/2020,0.66
3/9/2020,0.63
4/9/2020,0.72
8/9/2020,0.69
9/9/2020,0.71
10/9/2020,0.68
11/9/2020,0.67
14/9/2020,0.68
15/9/2020,0.68
16/9/2020,0.69
17/9/2020,0.69
18/9/2020,0.7
21/9/2020,0.68
22/9/2020,0.68
23/9/2020,0.68
24/9/2020,0.67
25/9/2020,0.66
28/9/2020,0.67
29/9/2020,0.66
30/9/2020,0.69
1/10/2020,0.68
2/10/2020,0.7
5/10/2020,0.78
6/10/2020,0.76
7/10/2020,0.81
8/10/2020,0.78
9/10/2020,0.79
12/10/2020,0.79
13/10/2020,0.74
14/10/2020,0.73
15/10/2020,0.74
16/10/2020,0.76
19/10/2020,0.78
20/10/2020,0.81
21/10/2020,0.83
22/10/2020,0.87
23/10/2020,0.85
26/10/2020,0.81
27/10/2020,0.79
28/10/2020,0.79
29/10/2020,0.85
30/10/2020,0.88
2/11/2020,0.87
3/11/2020,0.9
4/11/2020,0.78
5/11/2020,0.79
6/11/2020,0.83
9/11/2020,0.96
10/11/2020,0.98
11/11/2020,0.98
12/11/2020,0.88
13/11/2020,0.89
16/11/2020,0.91
17/11/2020,0.87
18/11/2020,0.88
19/11/2020,0.86
20/11/2020,0.83
23/11/2020,0.86
24/11/2020,0.88
25/11/2020,0.88
27/11/2020,0.84
30/11/2020,0.84
1/12/2020,0.92
2/12/2020,0.95
3/12/2020,0.92
4/12/2020,0.97
7/12/2020,0.94
8/12/2020,0.92
9/12/2020,0.95
10/12/2020,0.92
11/12/2020,0.9
14/12/2020,0.9
15/12/2020,0.92
16/12/2020,0.92
17/12/2020,0.94
18/12/2020,0.95
21/12/2020,0.95
22/12/2020,0.93
23/12/2020,0.96
24/12/2020,0.94
28/12/2020,0.94
29/12/2020,0.94
30/12/2020,0.93
31/12/2020,0.93
4/1/2021,0.93
5/1/2021,0.96
6/1/2021,1.04
7/1/2021,1.08
8/1/2021,1.13
11/1/2021,1.15
12/1/2021,1.15
13/1/2021,1.1
14/1/2021,1.15
15/1/2021,1.11
19/1/2021,1.1
20/1/2021,1.1
21/1/2021,1.12
22/1/2021,1.1
25/1/2021,1.05
26/1/2021,1.05
27/1/2021,1.04
28/1/2021,1.07
29/1/2021,1.11
1/2/2021,1.09
2/2/2021,1.12
3/2/2021,1.15
4/2/2021,1.15
5/2/2021,1.19
8/2/2021,1.19
9/2/2021,1.18
10/2/2021,1.15
11/2/2021,1.16
12/2/2021,1.2
16/2/2021,1.3
17/2/2021,1.29
18/2/2021,1.29
19/2/2021,1.34
22/2/2021,1.37
23/2/2021,1.37
24/2/2021,1.38
25/2/2021,1.54
26/2/2021,1.44
1/3/2021,1.45
2/3/2021,1.42
3/3/2021,1.47
4/3/2021,1.54
5/3/2021,1.56
8/3/2021,1.59
9/3/2021,1.55
10/3/2021,1.53
11/3/2021,1.54
12/3/2021,1.64
15/3/2021,1.62
16/3/2021,1.62
17/3/2021,1.63
18/3/2021,1.71
19/3/2021,1.74
22/3/2021,1.69
23/3/2021,1.63
24/3/2021,1.62
25/3/2021,1.63
26/3/2021,1.67
29/3/2021,1.73
30/3/2021,1.73
31/3/2021,1.74
1/4/2021,1.69
5/4/2021,1.73
6/4/2021,1.67
7/4/2021,1.68
8/4/2021,1.64
9/4/2021,1.67
12/4/2021,1.69
13/4/2021,1.64
14/4/2021,1.64
15/4/2021,1.56
16/4/2021,1.59
19/4/2021,1.61
20/4/2021,1.58
21/4/2021,1.57
22/4/2021,1.57
23/4/2021,1.58
26/4/2021,1.58
27/4/2021,1.63
28/4/2021,1.63
29/4/2021,1.65
30/4/2021,1.65
3/5/2021,1.63
4/5/2021,1.61
5/5/2021,1.59
6/5/2021,1.58
7/5/2021,1.6
10/5/2021,1.63
11/5/2021,1.64
12/5/2021,1.69
13/5/2021,1.66
14/5/2021,1.63
17/5/2021,1.64
18/5/2021,1.64
19/5/2021,1.68
20/5/2021,1.63
21/5/2021,1.63
24/5/2021,1.61
25/5/2021,1.56
26/5/2021,1.58
27/5/2021,1.61
28/5/2021,1.58
1/6/2021,1.62
2/6/2021,1.59
3/6/2021,1.63
4/6/2021,1.56
7/6/2021,1.57
8/6/2021,1.53
9/6/2021,1.5
10/6/2021,1.45
11/6/2021,1.47
14/6/2021,1.51
15/6/2021,1.51
16/6/2021,1.57
17/6/2021,1.52
18/6/2021,1.45
21/6/2021,1.5
22/6/2021,1.48
23/6/2021,1.5
24/6/2021,1.49
25/6/2021,1.54
28/6/2021,1.49
29/6/2021,1.49
30/6/2021,1.45
1/7/2021,1.48
2/7/2021,1.44
6/7/2021,1.37
7/7/2021,1.33
8/7/2021,1.3
9/7/2021,1.37
12/7/2021,1.38
13/7/2021,1.42
14/7/2021,1.37
15/7/2021,1.31
16/7/2021,1.31
19/7/2021,1.19
20/7/2021,1.23
21/7/2021,1.3
22/7/2021,1.27
23/7/2021,1.3
26/7/2021,1.29
27/7/2021,1.25
28/7/2021,1.26
29/7/2021,1.28
30/7/2021,1.24
2/8/2021,1.2
3/8/2021,1.19
4/8/2021,1.19
5/8/2021,1.23
6/8/2021,1.31
9/8/2021,1.33
10/8/2021,1.36
11/8/2021,1.35
12/8/2021,1.36
13/8/2021,1.29
16/8/2021,1.26
17/8/2021,1.26
18/8/2021,1.27
19/8/2021,1.24
20/8/2021,1.26
23/8/2021,1.25
24/8/2021,1.29
25/8/2021,1.35
26/8/2021,1.34
27/8/2021,1.31
30/8/2021,1.29
31/8/2021,1.3
1/9/2021,1.31
2/9/2021,1.29
3/9/2021,1.33
7/9/2021,1.38
8/9/2021,1.35
9/9/2021,1.3
10/9/2021,1.35
13/9/2021,1.33
14/9/2021,1.28
15/9/2021,1.31
16/9/2021,1.34
17/9/2021,1.37
20/9/2021,1.31
21/9/2021,1.33
22/9/2021,1.32
23/9/2021,1.41
24/9/2021,1.47
27/9/2021,1.48
28/9/2021,1.54
29/9/2021,1.55
30/9/2021,1.52
1/10/2021,1.48
4/10/2021,1.49
5/10/2021,1.54
6/10/2021,1.53
7/10/2021,1.58
8/10/2021,1.61
11/10/2021,1.61
12/10/2021,1.59
13/10/2021,1.56
14/10/2021,1.52
15/10/2021,1.59
18/10/2021,1.59
19/10/2021,1.65
20/10/2021,1.65
21/10/2021,1.68
22/10/2021,1.66
25/10/2021,1.64
26/10/2021,1.63
27/10/2021,1.54
28/10/2021,1.57
29/10/2021,1.55
1/11/2021,1.58
2/11/2021,1.56
3/11/2021,1.6
4/11/2021,1.53
5/11/2021,1.45
8/11/2021,1.51
9/11/2021,1.46
10/11/2021,1.56
11/11/2021,1.56
12/11/2021,1.58
15/11/2021,1.63
16/11/2021,1.63
17/11/2021,1.6
18/11/2021,1.59
19/11/2021,1.54
22/11/2021,1.63
23/11/2021,1.67
24/11/2021,1.64
26/11/2021,1.48
29/11/2021,1.52
30/11/2021,1.43
1/12/2021,1.43
2/12/2021,1.44
3/12/2021,1.35
6/12/2021,1.43
7/12/2021,1.48
8/12/2021,1.52
9/12/2021,1.49
10/12/2021,1.48
13/12/2021,1.42
14/12/2021,1.44
15/12/2021,1.47
16/12/2021,1.44
17/12/2021,1.41
20/12/2021,1.43
21/12/2021,1.48
22/12/2021,1.46
23/12/2021,1.5
27/12/2021,1.48
28/12/2021,1.49
29/12/2021,1.55
30/12/2021,1.52
31/12/2021,1.52
3/1/2022,1.63
4/1/2022,1.66
5/1/2022,1.71
6/1/2022,1.73
7/1/2022,1.76
10/1/2022,1.78
11/1/2022,1.75
12/1/2022,1.74
13/1/2022,1.7
14/1/2022,1.78
18/1/2022,1.87
19/1/2022,1.83
20/1/2022,1.83
21/1/2022,1.75
24/1/2022,1.75
25/1/2022,1.78
26/1/2022,1.85
27/1/2022,1.81
28/1/2022,1.78
31/1/2022,1.79
1/2/2022,1.81
2/2/2022,1.78
3/2/2022,1.82
4/2/2022,1.93
7/2/2022,1.92
8/2/2022,1.96
9/2/2022,1.94
10/2/2022,2.03
11/2/2022,1.92
14/2/2022,1.98
15/2/2022,2.05
16/2/2022,2.03
17/2/2022,1.97
18/2/2022,1.92
22/2/2022,1.94
23/2/2022,1.99
24/2/2022,1.96
25/2/2022,1.97
28/2/2022,1.83
1/3/2022,1.72
2/3/2022,1.86
3/3/2022,1.86
4/3/2022,1.74
7/3/2022,1.78
8/3/2022,1.86
9/3/2022,1.94
10/3/2022,1.98
11/3/2022,2
14/3/2022,2.14
15/3/2022,2.15
16/3/2022,2.19
17/3/2022,2.2
18/3/2022,2.14
21/3/2022,2.32
22/3/2022,2.38
23/3/2022,2.32
24/3/2022,2.34
25/3/2022,2.48
28/3/2022,2.46
29/3/2022,2.41
30/3/2022,2.35
31/3/2022,2.32
1/4/2022,2.39
4/4/2022,2.42
5/4/2022,2.54
6/4/2022,2.61
7/4/2022,2.66
8/4/2022,2.72
11/4/2022,2.79
12/4/2022,2.72
13/4/2022,2.7
14/4/2022,2.83
18/4/2022,2.85
19/4/2022,2.93
20/4/2022,2.85
21/4/2022,2.9
22/4/2022,2.9
25/4/2022,2.81
26/4/2022,2.77
27/4/2022,2.82
28/4/2022,2.85
29/4/2022,2.89
2/5/2022,2.99
3/5/2022,2.97
4/5/2022,2.93
5/5/2022,3.05
6/5/2022,3.12
9/5/2022,3.05
10/5/2022,2.99
11/5/2022,2.91
12/5/2022,2.84
13/5/2022,2.93
16/5/2022,2.88
17/5/2022,2.98
18/5/2022,2.89
19/5/2022,2.84
20/5/2022,2.78
23/5/2022,2.86
24/5/2022,2.76
25/5/2022,2.75
26/5/2022,2.75
27/5/2022,2.74
31/5/2022,2.85
1/6/2022,2.94
2/6/2022,2.92
3/6/2022,2.96
6/6/2022,3.04
7/6/2022,2.98
8/6/2022,3.03
9/6/2022,3.04
10/6/2022,3.15
13/6/2022,3.43
14/6/2022,3.49
15/6/2022,3.33
16/6/2022,3.28
17/6/2022,3.25
21/6/2022,3.31
22/6/2022,3.16
23/6/2022,3.09
24/6/2022,3.13
27/6/2022,3.2
28/6/2022,3.2
29/6/2022,3.1
30/6/2022,2.98
1/7/2022,2.88
5/7/2022,2.82
6/7/2022,2.93
7/7/2022,3.01
8/7/2022,3.09
11/7/2022,2.99
12/7/2022,2.96
13/7/2022,2.91
14/7/2022,2.96
15/7/2022,2.93
18/7/2022,2.96
19/7/2022,3.01
20/7/2022,3.04
21/7/2022,2.91
22/7/2022,2.77
25/7/2022,2.81
26/7/2022,2.81
27/7/2022,2.78
28/7/2022,2.68
29/7/2022,2.67
1/8/2022,2.6
2/8/2022,2.75
3/8/2022,2.73
4/8/2022,2.68
5/8/2022,2.83
8/8/2022,2.77
9/8/2022,2.8
10/8/2022,2.78
11/8/2022,2.87
12/8/2022,2.84
15/8/2022,2.79
16/8/2022,2.82
17/8/2022,2.89
18/8/2022,2.88
19/8/2022,2.98
22/8/2022,3.03
23/8/2022,3.05
24/8/2022,3.11
25/8/2022,3.03
26/8/2022,3.04
29/8/2022,3.12
30/8/2022,3.11
31/8/2022,3.15
1/9/2022,3.26
2/9/2022,3.2
6/9/2022,3.33
7/9/2022,3.27
8/9/2022,3.29
9/9/2022,3.33
12/9/2022,3.37
13/9/2022,3.42
14/9/2022,3.41
15/9/2022,3.45
16/9/2022,3.45
19/9/2022,3.49
20/9/2022,3.57
21/9/2022,3.51
22/9/2022,3.7
23/9/2022,3.69
26/9/2022,3.88
27/9/2022,3.97
28/9/2022,3.72
29/9/2022,3.76
30/9/2022,3.83
3/10/2022,3.67
4/10/2022,3.62
5/10/2022,3.76
6/10/2022,3.83
7/10/2022,3.89
10/10/2022,3.89
11/10/2022,3.93
12/10/2022,3.91
13/10/2022,3.97
14/10/2022,4
17/10/2022,4.02
18/10/2022,4.01
19/10/2022,4.14
20/10/2022,4.24
21/10/2022,4.21
24/10/2022,4.25
25/10/2022,4.1
26/10/2022,4.04
27/10/2022,3.96
28/10/2022,4.02
31/10/2022,4.1
1/11/2022,4.07
2/11/2022,4.1
3/11/2022,4.14
4/11/2022,4.17
7/11/2022,4.22
8/11/2022,4.14
9/11/2022,4.12
10/11/2022,3.82
11/11/2022,3.82
14/11/2022,3.88
15/11/2022,3.8
16/11/2022,3.67
17/11/2022,3.77
18/11/2022,3.82
21/11/2022,3.83
22/11/2022,3.76
23/11/2022,3.71
25/11/2022,3.68
28/11/2022,3.69
29/11/2022,3.75
30/11/2022,3.68
1/12/2022,3.53
2/12/2022,3.51
5/12/2022,3.6
6/12/2022,3.51
7/12/2022,3.42
8/12/2022,3.48
9/12/2022,3.57
12/12/2022,3.61
13/12/2022,3.51
14/12/2022,3.49
15/12/2022,3.44
16/12/2022,3.48
19/12/2022,3.57
20/12/2022,3.69
21/12/2022,3.68
22/12/2022,3.67
23/12/2022,3.75
27/12/2022,3.84
28/12/2022,3.88
29/12/2022,3.83
30/12/2022,3.88
3/1/2023,3.79
4/1/2023,3.69
5/1/2023,3.71
6/1/2023,3.55
9/1/2023,3.53
10/1/2023,3.61
11/1/2023,3.54
12/1/2023,3.43
13/1/2023,3.49
17/1/2023,3.53
18/1/2023,3.37
19/1/2023,3.39
20/1/2023,3.48
23/1/2023,3.52
24/1/2023,3.46
25/1/2023,3.46
26/1/2023,3.49
27/1/2023,3.52
30/1/2023,3.55
31/1/2023,3.52
1/2/2023,3.39
2/2/2023,3.4
3/2/2023,3.53
6/2/2023,3.63
7/2/2023,3.67
8/2/2023,3.63
9/2/2023,3.67
10/2/2023,3.74
13/2/2023,3.72
14/2/2023,3.77
15/2/2023,3.81
16/2/2023,3.86
17/2/2023,3.82
21/2/2023,3.95
22/2/2023,3.93
23/2/2023,3.88
24/2/2023,3.95
27/2/2023,3.92
28/2/2023,3.92
1/3/2023,4.01
2/3/2023,4.08
3/3/2023,3.97
6/3/2023,3.98
7/3/2023,3.97
8/3/2023,3.98
9/3/2023,3.93
10/3/2023,3.7
13/3/2023,3.55
14/3/2023,3.64
15/3/2023,3.51
16/3/2023,3.56
17/3/2023,3.39
20/3/2023,3.47
21/3/2023,3.59
22/3/2023,3.48
23/3/2023,3.38
24/3/2023,3.38
27/3/2023,3.53
28/3/2023,3.55
29/3/2023,3.57
30/3/2023,3.55
31/3/2023,3.48
3/4/2023,3.43
4/4/2023,3.35
5/4/2023,3.3
6/4/2023,3.3
10/4/2023,3.41
11/4/2023,3.43
12/4/2023,3.41
13/4/2023,3.45
14/4/2023,3.52
17/4/2023,3.6
18/4/2023,3.58
19/4/2023,3.6
20/4/2023,3.54
21/4/2023,3.57
24/4/2023,3.52
25/4/2023,3.4
26/4/2023,3.43
27/4/2023,3.53
28/4/2023,3.44
1/5/2023,3.59
2/5/2023,3.44
3/5/2023,3.38
4/5/2023,3.37
5/5/2023,3.44
8/5/2023,3.52
9/5/2023,3.53
10/5/2023,3.43
11/5/2023,3.39
12/5/2023,3.46
15/5/2023,3.5
16/5/2023,3.54
17/5/2023,3.57
18/5/2023,3.65
19/5/2023,3.7
22/5/2023,3.72
23/5/2023,3.7
24/5/2023,3.73
25/5/2023,3.83
26/5/2023,3.8
30/5/2023,3.69
31/5/2023,3.64
1/6/2023,3.61
2/6/2023,3.69
5/6/2023,3.69
6/6/2023,3.7
7/6/2023,3.79
8/6/2023,3.73
9/6/2023,3.75
12/6/2023,3.73
13/6/2023,3.84
14/6/2023,3.83
15/6/2023,3.72
16/6/2023,3.77
20/6/2023,3.74
21/6/2023,3.72
22/6/2023,3.8
23/6/2023,3.74
26/6/2023,3.72
27/6/2023,3.77
28/6/2023,3.71
29/6/2023,3.85
30/6/2023,3.81
3/7/2023,3.86
5/7/2023,3.95
6/7/2023,4.05
7/7/2023,4.06
10/7/2023,4.01
11/7/2023,3.99
12/7/2023,3.86
13/7/2023,3.76
14/7/2023,3.83
17/7/2023,3.81
18/7/2023,3.8
19/7/2023,3.75
20/7/2023,3.85
21/7/2023,3.84
24/7/2023,3.86
25/7/2023,3.91
26/7/2023,3.86
27/7/2023,4.01
28/7/2023,3.96
31/7/2023,3.97
1/8/2023,4.05
2/8/2023,4.08
3/8/2023,4.2
4/8/2023,4.05
7/8/2023,4.09
8/8/2023,4.02
9/8/2023,4
10/8/2023,4.09
11/8/2023,4.16
14/8/2023,4.19
15/8/2023,4.21
16/8/2023,4.28
17/8/2023,4.3
18/8/2023,4.26
21/8/2023,4.34
22/8/2023,4.34
23/8/2023,4.19
24/8/2023,4.23
25/8/2023,4.25
28/8/2023,4.2
29/8/2023,4.12
30/8/2023,4.12
31/8/2023,4.09
1/9/2023,4.18
5/9/2023,4.27
6/9/2023,4.3
7/9/2023,4.27
8/9/2023,4.26
11/9/2023,4.29
12/9/2023,4.27
13/9/2023,4.25
14/9/2023,4.29
15/9/2023,4.33
18/9/2023,4.32
19/9/2023,4.37
20/9/2023,4.35
21/9/2023,4.49
22/9/2023,4.44
25/9/2023,4.55
26/9/2023,4.56
27/9/2023,4.61
28/9/2023,4.59
29/9/2023,4.59
2/10/2023,4.69
3/10/2023,4.81
4/10/2023,4.73
5/10/2023,4.72
6/10/2023,4.78
9/10/2023,4.78
10/10/2023,4.66
11/10/2023,4.58
12/10/2023,4.7
13/10/2023,4.63
16/10/2023,4.71
17/10/2023,4.83
18/10/2023,4.91
19/10/2023,4.98
20/10/2023,4.93
23/10/2023,4.86
24/10/2023,4.83
25/10/2023,4.95
26/10/2023,4.86
27/10/2023,4.84
30/10/2023,4.88
31/10/2023,4.88
1/11/2023,4.77
2/11/2023,4.67
3/11/2023,4.57
6/11/2023,4.67
7/11/2023,4.58
8/11/2023,4.49
9/11/2023,4.62
10/11/2023,4.61
13/11/2023,4.63
14/11/2023,4.44
15/11/2023,4.53
16/11/2023,4.45
17/11/2023,4.44
20/11/2023,4.42
21/11/2023,4.41
22/11/2023,4.42
24/11/2023,4.47
27/11/2023,4.39
28/11/2023,4.34
29/11/2023,4.27
30/11/2023,4.37
1/12/2023,4.22
4/12/2023,4.28
5/12/2023,4.18
6/12/2023,4.12
7/12/2023,4.14
8/12/2023,4.23
11/12/2023,4.23
12/12/2023,4.2
13/12/2023,4.04
14/12/2023,3.92
15/12/2023,3.91
18/12/2023,3.95
19/12/2023,3.93
20/12/2023,3.86
21/12/2023,3.89
22/12/2023,3.9
26/12/2023,3.89
27/12/2023,3.79
28/12/2023,3.84
29/12/2023,3.88
2/1/2024,3.95
3/1/2024,3.91
