Date,Open,High,Low,Close,Adj Close,Volume,% change
2012-02-21,107.510002,108.500000,107.440002,108.410004,66.516373,7149000,
2012-02-22,108.160004,108.559998,107.199997,107.500000,65.958038,7150000,-0.008394
2012-02-23,107.540001,108.500000,107.320000,108.349998,66.479553,5504800,0.007907
2012-02-24,108.800003,109.400002,108.500000,109.080002,66.927460,5833300,0.006738
2012-02-27,108.290001,110.220001,108.279999,109.629997,67.264915,7723400,0.005042
2012-02-28,109.680000,110.400002,109.180000,109.610001,67.252655,9132500,-0.000182
2012-02-29,110.400002,110.919998,108.919998,109.120003,66.951981,10572800,-0.004471
2012-03-01,109.169998,110.139999,109.099998,109.760002,67.344688,5980100,0.005866
2012-03-02,109.500000,109.870003,109.000000,109.610001,67.252655,5377100,-0.001367
2012-03-05,109.139999,109.449997,108.139999,109.320000,67.074745,5941500,-0.002645
2012-03-06,108.139999,109.029999,108.000000,108.849998,66.786346,7480800,-0.004300
2012-03-07,109.000000,109.949997,108.190002,109.459999,67.160606,6867900,0.005604
2012-03-08,109.800003,110.570000,109.559998,110.029999,67.510345,5505400,0.005208
2012-03-09,109.889999,110.410004,109.370003,109.570000,67.228127,5704200,-0.004180
2012-03-12,109.650002,110.000000,109.160004,110.000000,67.491936,5324700,0.003924
2012-03-13,110.220001,111.309998,109.430000,111.190002,68.222076,7331000,0.010818
2012-03-14,111.050003,112.279999,110.540001,110.690002,67.915306,8819400,-0.004497
2012-03-15,110.510002,110.930000,109.459999,110.029999,67.510345,8899400,-0.005963
2012-03-16,110.430000,110.830002,110.099998,110.279999,67.663742,11092500,0.002272
2012-03-19,110.519997,111.059998,110.300003,110.699997,67.921425,5695000,0.003808
2012-03-20,109.930000,109.930000,108.930000,109.080002,66.927460,6158300,-0.014634
2012-03-21,108.949997,109.019997,107.349998,107.910004,66.209587,7549900,-0.010726
2012-03-22,106.849998,106.989998,105.029999,105.349998,64.638870,8282100,-0.023723
2012-03-23,105.680000,106.900002,104.849998,106.360001,65.258583,6600300,0.009587
2012-03-26,107.230003,107.970001,106.830002,107.839996,66.166634,5311100,0.013915
2012-03-27,107.879997,108.000000,107.010002,107.040001,65.675781,4327700,-0.007418
2012-03-28,106.570000,106.959999,105.199997,105.889999,64.970200,6816400,-0.010743
2012-03-29,105.080002,107.019997,104.919998,106.849998,65.559219,5793900,0.009066
2012-03-30,107.040001,107.250000,106.410004,107.209999,65.780106,6121000,0.003369
2012-04-02,106.849998,108.790001,106.599998,108.300003,66.448883,5188400,0.010167
2012-04-03,107.930000,108.230003,106.230003,107.139999,65.737144,4690300,-0.010711
2012-04-04,106.250000,106.260002,105.029999,105.599998,64.792259,5430600,-0.014374
2012-04-05,105.169998,105.900002,104.330002,104.750000,64.270729,5982700,-0.008049
2012-04-09,103.300003,104.080002,102.849998,103.489998,63.497650,4983400,-0.012028
2012-04-10,103.250000,103.379997,101.400002,101.449997,62.245995,8907500,-0.019712
2012-04-11,102.309998,102.449997,100.779999,100.949997,61.939205,8570100,-0.004929
2012-04-12,100.889999,102.860001,100.510002,102.589996,62.945438,6451900,0.016245
2012-04-13,102.290001,102.360001,100.720001,100.779999,61.834900,6847100,-0.017643
2012-04-16,101.620003,102.239998,101.169998,101.510002,62.282810,6065100,0.007244
2012-04-17,102.459999,104.089996,102.339996,103.620003,63.577396,5500900,0.020786
