Date,Open,High,Low,Close,Adj Close,Volume,Rise,Drop,14RSI,EMA12,EMA26,MACD,Singal Line 9,MACD Histogram
2016-11-11,114.9000015258790,116.62999725341800,113.11000061035200,114.77999877929700,114.77999877929700,11080300,,,,114.77999877929700,114.77999877929700,0,0,0
2016-11-14,114.75,115.9000015258790,110.68000030517600,113.37999725341800,113.37999725341800,9932400,,1.40000152587900,,114.56461392916200,114.67629496256500,-0.11168103340300,-0.0223362066806,-0.0893448267224
2016-11-15,114.55000305175800,116.41000366210900,113.08999633789100,113.58999633789100,113.58999633789100,7445100,0.20999908447300,,,114.41467276127400,114.59582839777400,-0.18115563650000,-0.05410009264448,-0.12705554385552
2016-11-16,112.95999908447300,116.12000274658200,111.80999755859400,115.19000244140600,115.19000244140600,5933700,1.60000610351500,,,114.53395425052500,114.63984128989500,-0.10588703937000,-0.064457481989584,-0.041429557380416
2016-11-17,115.12999725341800,116.80999755859400,113.55999755859400,115.02999877929700,115.02999877929700,6232700,,0.16000366210900,,114.61026879341300,114.66874184466600,-0.05847305125300,-0.0632605958422672,0.0047875445892672
2016-11-18,115.7300033569340,116.41999816894500,113.51000213623000,115.20999908447300,115.20999908447300,6746800,0.18000030517600,,,114.70253499203800,114.70883497354100,-0.00629998150300,-0.0518684729744138,0.0455684914714138
2016-11-21,116.19999694824200,118.72000122070300,116.19000244140600,117.95999908447300,117.95999908447300,7064500,2.75000000000000,,,115.20368331395100,114.94966194472100,0.25402136923000,0.00930949546646896,0.244711873763531
2016-11-22,118.31999969482400,119.45999908447300,116.9800033569340,118.04000091552700,118.04000091552700,7007200,0.08000183105400,,,115.64003986804000,115.17857594255800,0.46146392548200,0.0997403814695752,0.361723544012425
2016-11-23,117.76000213623000,118.88999938964800,117.30999755859400,117.69000244140600,117.69000244140600,4521300,,0.34999847412100,,115.95541872548100,115.36460753506500,0.59081119041600,0.19795454325886,0.39285664715714
2016-11-25,117.63999938964800,118.38999938964800,117.18000030517600,117.41000366210900,117.41000366210900,1616300,,0.27999877929700,,116.17920102342400,115.51611835929000,0.66308266413400,0.290980167433888,0.372102496700112
2016-11-28,117.05000305175800,117.62000274658200,115.70999908447300,116.93000030517600,116.93000030517600,5278900,,0.48000335693300,,116.29470860523200,115.62085035528200,0.67385824995000,0.36755578393711,0.30630246601289
2016-11-29,117.30000305175800,119.18000030517600,117.12999725341800,117.51000213623000,117.51000213623000,7082300,0.58000183105400,,,116.48167684077000,115.76078752424100,0.72088931652900,0.438222490455488,0.282666826073512
2016-11-30,119.0,120.37000274658200,116.38999938964800,117.0,117.0,7715100,,0.51000213623,,116.561418865267,115.852581040964,0.708837824303,0.49234555722499,0.21649226707801
2016-12-01,117.5199966430660,118.68000030517600,113.94999694824200,117.22000122070300,117.22000122070300,8636900,0.220001220703,,,116.662739227642,115.953871424648,0.708867802994,0.535650006378792,0.173217796615208
2016-12-02,116.75,120.9800033569340,116.75,120.80999755859400,120.80999755859400,8953600,3.58999633789100,,74.3341067399733,117.300778970865,116.313584471607,0.987194499258,0.625958904954634,0.361235594303366
2016-12-05,120.7300033569340,120.75,118.4000015258790,119.16000366210900,119.16000366210900,7626300,,1.64999389648500,72.8639367050349,117.586813538749,116.52443033757,1.062383201179,0.713243764199507,0.349139436979493
2016-12-06,120.0999984741210,124.79000091552700,119.41999816894500,124.56999969482400,124.56999969482400,11513200,5.40999603271500,,80.7735451658793,118.661149870453,117.120398438107,1.540751432346,0.878745297828806,0.662006134517194
2016-12-07,124.4800033569340,125.75,123.25,125.38999938964800,125.38999938964800,8204700,0.81999969482400,,79.8944853690935,119.696357488791,117.732961471554,1.963396017237,1.09567544171044,0.86772057552656
2016-12-08,125.4000015258790,126.3499984741210,122.16000366210900,123.23999786377000,123.23999786377000,8987700,,2.15000152587800,71.548559205521,120.241532931095,118.1408900932,2.100642837895,1.29666892094735,0.80397391694765
2016-12-09,123.77999877929700,124.30000305175800,121.7300033569340,122.87999725341800,122.87999725341800,4700800,,0.36000061035200,69.9427973818052,120.647450519145,118.491935068031,2.155515451114,1.46843822698068,0.68707722413332
2016-12-12,122.83999633789100,124.02999877929700,122.30000305175800,122.83000183105500,122.83000183105500,3917600,,0.04999542236300,64.7308086931779,120.983227644054,118.813273346774,2.16995429728,1.60874144104054,0.56121285623946
2016-12-13,123.51000213623000,125.08999633789100,122.77999877929700,123.77999877929700,123.77999877929700,5564500,0.94999694824200,,66.4942597530298,121.413500126399,119.181178934368,2.232321192031,1.73345739123863,0.49886380079237
2016-12-14,123.43000030517600,124.4000015258790,122.5,123.44000244140600,123.44000244140600,6110300,,0.33999633789100,66.5325050233853,121.725269713323,119.496647342297,2.228622371026,1.8324903871961,0.3961319838299
2016-12-15,123.44000244140600,127.43000030517600,122.94999694824200,125.0,125.0,7376200,1.559997558594,,70.3267361690048,122.229074372812,119.904303094719,2.324771278093,1.93094656537548,0.39382471271752
2016-12-16,126.38999938964800,126.68000030517600,124.01000213623000,124.22000122070300,124.22000122070300,7868000,,0.779998779297,69.2145736482741,122.535370810949,120.223984437384,2.311386373565,2.00703452701338,0.30435184655162
2016-12-19,124.30000305175800,126.44000244140600,122.87000274658200,125.44999694824200,125.44999694824200,4867300,1.22999572753900,,70.2344700576956,122.983774832071,120.611096475225,2.372678356846,2.0801632929799,0.2925150638661
2016-12-20,125.45999908447300,126.30000305175800,124.63999938964800,125.12000274658200,125.12000274658200,3937800,,0.32999420166000,70.8848190860795,123.312425280457,120.945089532363,2.367335748094,2.13759778400272,0.22973796409128
2016-12-21,125.52999877929700,127.73999786377000,125.0,126.5,126.5,6514800,1.379997253418,,72.5243122606085,123.802821391156,121.356564381818,2.446257009338,2.19932962906978,0.24692738026822
2016-12-22,126.83999633789100,127.5,125.18000030517600,125.58000183105500,125.58000183105500,4160700,,0.919998168945,63.3017689339593,124.076233766525,121.66941160028,2.406822166245,2.24082813650482,0.16599402974018
2016-12-23,125.61000061035200,126.27999877929700,125.08000183105500,125.58999633789100,125.58999633789100,2010400,0.00999450683600,,69.7360570037471,124.309120315966,121.959825284547,2.349295031419,2.26252151548766,0.08677351593134
2016-12-27,126.23999786377000,129.0500030517580,125.69999694824200,128.35000610351600,128.35000610351600,5288200,2.76000976562500,,63.8563523488706,124.930795052512,122.433172011878,2.497623040634,2.30954182051693,0.18808122011707
2016-12-28,129.07000732421900,129.07000732421900,125.76000213623000,125.88999938964800,125.88999938964800,4389200,,2.46000671386800,51.636127419015,125.078364950533,122.68923329912,2.389131651413,2.32545978669614,0.06367186471686
2016-12-29,125.94999694824200,126.13999938964800,124.19999694824200,125.33000183105500,125.33000183105500,3445100,,0.55999755859300,57.6333348751896,125.117078316767,122.884845782967,2.2322325338,2.30681433611691,-0.07458180231691
2016-12-30,126.23999786377000,126.56999969482400,123.5999984741210,123.80000305175800,123.80000305175800,4455400,,1.52999877929700,53.095582697165,124.914451352919,122.952635210285,1.961816142634,2.23781469742033,-0.27599855478633
2017-01-03,124.95999908447300,128.19000244140600,124.30999755859400,127.48999786377000,127.48999786377000,9437900,3.68999481201200,,62.5945994542296,125.310689277665,123.28873614758,2.021953130085,2.19464238395326,-0.17268925386826
2017-01-04,127.48999786377000,130.1699981689450,126.55000305175800,129.41000366210900,129.41000366210900,7843600,1.92000579833900,,64.4581636931456,125.941353029118,123.742163370878,2.19918965824,2.19555183881061,0.00363781942939
2017-01-05,129.22000122070300,132.75,128.89999389648400,131.80999755859400,131.80999755859400,10185500,2.39999389648500,,69.4379970361225,126.844221418268,124.339780718116,2.504440700152,2.25732961107889,0.24711108907311
2017-01-06,132.0800018310550,133.8800048828130,129.80999755859400,131.07000732421900,131.07000732421900,10657900,,0.73999023437500,64.6547906832135,127.494342326876,124.838316022272,2.656026304604,2.33706894978391,0.31895735482009
2017-01-09,131.47999572753900,131.99000549316400,129.88999938964800,130.9499969482420,130.9499969482420,5771800,,0.120010375977,66.7830419575094,128.025981499394,125.291033127899,2.734948371495,2.41664483412613,0.31830353736887
2017-01-10,131.27000427246100,132.22000122070300,129.2899932861330,129.88999938964800,129.88999938964800,5985800,,1.059997558594,61.1670139808335,128.31275348251,125.631697295436,2.681056187074,2.4695271047157,0.2115290823583
2017-01-11,130.91000366210900,131.5,129.25,130.5,130.5,5615100,0.610000610352,,63.3432497821112,128.649252946739,125.992312310589,2.65694063615,2.50700981100256,0.14993082514744
2017-01-12,130.6300048828130,130.85000610351600,128.5,129.17999267578100,129.17999267578100,5388900,,1.320007324219,56.6666464228388,128.730905212745,126.228436782085,2.50246843066,2.50610153493405,-0.00363310427405
2017-01-13,131.14999389648400,133.92999267578100,130.5800018310550,133.6999969482420,133.6999969482420,10515000,4.520004272461,,67.1307825630094,129.49538086436,126.781885683282,2.713495181078,2.54758026416284,0.16591491691516
2017-01-17,135.0399932861330,135.39999389648400,132.08999633789100,132.88999938964800,132.88999938964800,12220200,,0.809997558594,64.8979561331858,130.01762986825,127.23433855042,2.78329131783,2.59472247489627,0.18856884293373
2017-01-18,133.2100067138670,133.64999389648400,131.05999755859400,133.25999450683600,133.25999450683600,16168600,0.36999511718800,,61.1035465123883,130.516455197263,127.68068343608,2.835771761183,2.64293233215362,0.19283942902938
2017-01-19,142.00999450683600,143.4600067138670,138.25,138.41000366210900,138.41000366210900,23203400,5.15000915527300,,75.2419409915617,131.730847268778,128.475447897267,3.255399371511,2.7654257400251,0.4899736314859
2017-01-20,139.36000061035200,140.7899932861330,137.66000366210900,138.60000610351600,138.60000610351600,9497400,0.19000244140700,,77.1592303776567,132.787640935661,129.225415171804,3.562225763857,2.92478574479148,0.63744001906552
2017-01-23,138.64999389648400,139.49000549316400,137.30999755859400,137.38999938964800,137.38999938964800,7433900,,1.21000671386800,78.1833002758046,133.495696082428,129.830199187941,3.665496894487,3.07292797473058,0.59256891975642
2017-01-24,138.11000061035200,140.92999267578100,137.02999877929700,140.11000061035200,140.11000061035200,7754700,2.72000122070400,,77.2687782990376,134.513281394416,130.591665959971,3.921615434445,3.24266546667346,0.67894996777154
2017-01-25,140.8000030517580,141.38999938964800,139.0500030517580,139.52000427246100,139.52000427246100,7238100,,0.58999633789100,73.1774293188214,135.283546452577,131.253024353489,4.030522099088,3.40023679315637,0.63028530593163
2017-01-26,140.4499969482420,141.2100067138670,138.50999450683600,138.9600067138670,138.9600067138670,6038300,,0.559997558594,67.9018609288927,135.849155723545,131.823911935739,4.025243787806,3.5252381920863,0.5000055957197
2017-01-27,139.4600067138670,142.49000549316400,139.0,142.4499969482420,142.4499969482420,8323900,3.4899902343750,,75.0439730849063,136.864669758114,132.611029344073,4.253640414041,3.67091863647724,0.58272177756376
2017-01-30,141.77000427246100,141.97000122070300,138.8000030517580,141.22000122070300,141.22000122070300,8122500,,1.229995727539,71.5484756259555,137.534720752358,133.248730964564,4.285989787794,3.79393286674059,0.49205692105341
2017-01-31,140.5500030517580,141.8300018310550,139.6999969482420,140.7100067138670,140.7100067138670,4411600,,0.509994506836,73.2388485643724,138.023226284898,133.801418057105,4.221808227793,3.87950793895107,0.34230028884193
2017-02-01,141.1999969482420,142.41000366210900,139.3000030517580,140.77999877929700,140.77999877929700,6033400,0.06999206543,,72.6033491513013,138.44734513019,134.318349962453,4.128995167737,3.92940538470826,0.19958978302874
2017-02-02,140.61000061035200,141.0399932861330,139.0500030517580,139.1999969482420,139.1999969482420,3462400,,1.580001831055,71.7826324347633,138.563137717583,134.679953442882,3.883184274701,3.92016116270681,-0.03697688800581
2017-02-03,139.50999450683600,140.63999938964800,139.10000610351600,140.25,140.25,3512600,1.050003051758,,66.7690951835127,138.822654991801,135.09254948415,3.730105507651,3.88215003169565,-0.15204452404465
2017-02-06,140.0,141.0,139.16000366210900,140.97000122070300,140.97000122070300,3552100,0.720001220703,,70.7819114157605,139.153015950094,135.52791627945,3.625099670644,3.83073995948532,-0.20564028884132
2017-02-07,141.49000549316400,144.27999877929700,141.0500030517580,144.0,144.0,8573500,3.029998779297,,74.2986650280108,139.898705803926,136.155478036528,3.743227767398,3.81323752106786,-0.07000975366986
2017-02-08,143.57000732421900,145.07000732421900,142.55999755859400,144.74000549316400,144.74000549316400,6887100,0.740005493164,,67.8914822427732,140.643521140732,136.791368959242,3.85215218149,3.82102045315229,0.03113172833771
2017-02-09,144.97999572753900,145.08999633789100,143.5800018310550,144.13999938964800,144.13999938964800,4555100,,0.60000610351600,65.3038565976541,141.181440871334,137.335711954087,3.845728917247,3.82596214597123,0.01976677127577
2017-02-10,144.67999267578100,145.3000030517580,143.97000122070300,144.82000732421900,144.82000732421900,6171900,0.68000793457100,,71.1440275752563,141.741220325624,137.890104203726,3.851116121898,3.83099294115658,0.02012318074142
2017-02-13,145.19000244140600,145.9499969482420,143.0500030517580,143.1999969482420,143.1999969482420,4790400,,1.620010375977,59.3806803547934,141.965647498334,138.283429592209,3.682217906125,3.80123793415026,-0.11902002802526
2017-02-14,143.1999969482420,144.11000061035200,140.0500030517580,140.82000732421900,140.82000732421900,8367800,,2.379989624023,53.559702745998,141.789395163855,138.471324239025,3.31807092483,3.70460453228621,-0.38653360745621
2017-02-15,140.72000122070300,142.42999267578100,140.50999450683600,142.27000427246100,142.27000427246100,5309100,1.44999694824200,,58.642294030186,141.863335026717,138.752707945205,3.110627081512,3.58580904213137,-0.47518196061937
2017-02-16,142.4199981689450,142.44000244140600,141.07000732421900,142.00999450683600,142.00999450683600,2847500,,0.26000976562500,48.618083950107,141.885898023658,138.993988431252,2.891909592406,3.4470291521863,-0.5551195597803
2017-02-17,141.75,142.89999389648400,141.27000427246100,142.22000122070300,142.22000122070300,4588100,0.21000671386700,,53.3556991995802,141.937298515511,139.232952341582,2.704346173929,3.29849255653484,-0.59414638260584
2017-02-21,142.99000549316400,143.3800048828130,141.80999755859400,142.60000610351600,142.60000610351600,3571500,0.38000488281300,,56.3980871288244,142.03925352905,139.482363731355,2.556889797695,3.15017200476687,-0.59328220707187
2017-02-22,142.9199981689450,144.0,142.1699981689450,143.86000061035200,143.86000061035200,3482000,1.25999450683600,,59.6491060339956,142.319368464635,139.806633129799,2.512735334836,3.0226846707807,-0.5099493359447
2017-02-23,144.4499969482420,144.49000549316400,141.52000427246100,142.77999877929700,142.77999877929700,4668000,,1.08000183105500,61.5782445328559,142.390234666891,140.026882437169,2.363352229722,2.89081818256896,-0.52746595284696
2017-02-24,141.8800048828130,143.55999755859400,141.5500030517580,143.25,143.25,3302700,0.470001220703,,60.0806211789018,142.5225062566,140.265631886268,2.256874370332,2.76402942012157,-0.50715504978957
2017-02-27,143.1199951171880,143.9199981689450,142.3800048828130,143.41000366210900,143.41000366210900,3907400,0.160003662109,,58.5195390834932,142.659044318986,140.498548314108,2.160496004878,2.64332273707286,-0.48282673219486
2017-02-28,143.3000030517580,143.57000732421900,141.85000610351600,142.1300048828130,142.1300048828130,3862200,,1.279998779296,42.5616965488798,142.577653636498,140.619396948827,1.958256687671,2.50630952719249,-0.54805283952149
2017-03-01,142.83999633789100,143.25999450683600,142.10000610351600,142.64999389648400,142.64999389648400,4170600,0.519989013671,,41.5384292246678,142.588782907265,140.769811537542,1.818971369723,2.36884189569859,-0.54987052597559
2017-03-02,142.14999389648400,142.6999969482420,139.08999633789100,139.52999877929700,139.52999877929700,6119900,,3.11999511718700,34.4990000215493,142.118200733731,140.67797355545,1.440227178281,2.18311895221507,-0.74289177393407
2017-03-03,139.69000244140600,140.91000366210900,138.25999450683600,139.13999938964800,139.13999938964800,5399800,,0.38999938964900,30.5212372385526,141.660015911564,140.564049543168,1.095966368396,1.96568843545126,-0.86972206705526
2017-03-06,141.0,142.83999633789100,140.5399932861330,141.94000244140600,141.94000244140600,7116100,2.80000305175800,,46.0025541053024,141.703090762309,140.665971980075,1.037118782234,1.77997450480781,-0.74285572257381
2017-03-07,141.99000549316400,142.39999389648400,140.3800048828130,141.42999267578100,141.42999267578100,4241000,,0.51000976562500,52.19576928823,141.661075672074,140.722566105683,0.938509566391,1.61168151712445,-0.67317195073345
2017-03-08,141.47000122070300,142.05999755859400,139.77000427246100,140.32000732421900,140.32000732421900,4085500,,1.10998535156200,42.8044409259772,141.454757464712,140.692746936686,0.762010528026,1.44174731930476,-0.67973679127876
2017-03-09,140.0399932861330,141.24000549316400,139.74000549316400,140.52999877929700,140.52999877929700,2652700,0.20999145507800,,44.5185281468457,141.312486897725,140.68069151762,0.631795380105,1.27975693146481,-0.64796155135981
