Date,Open,High,Low,Close,Adj Close,Volume,Rise,Drop,14RSI,EMA12,EMA26,MACD,Signal Line 9,MACD Histogram
2017-01-03,37.895999908447300,37.9379997253418,37.3849983215332,37.68349838256840,37.68349838256840,70422000,0.189998626709,,46.5123570364241,38.1209148242996,38.0734483510078,0.0474664732918,0.153000129285056,-0.105533655993256
2017-01-04,37.919498443603500,37.98400115966800,37.709999084472700,37.85900115966800,37.85900115966800,50210000,0.17550277709960,,39.5058998082383,38.0806204143563,38.0575633738715,0.0230570404848,0.127011511525005,-0.103954471040205
2017-01-05,38.07749938964840,39.119998931884800,38.01300048828130,39.022499084472700,39.022499084472700,116602000,1.1634979248047,,55.8436032256444,38.2255248251434,38.1290400931753,0.0964847319681,0.120906155613624,-0.024421423645524
2017-01-06,39.11800003051760,39.97200012207030,38.92399978637700,39.79949951171880,39.79949951171880,119724000,0.7770004272461,,66.3154000220569,38.4676747769242,38.2527778278822,0.214896949042,0.139704314299299,0.075192634742701
2017-01-09,39.900001525878900,40.0885009765625,39.5885009765625,39.84600067138670,39.84600067138670,68922000,0.04650115966790,,68.6552915317606,38.6797249145338,38.3707943348085,0.3089305797253,0.173549567384499,0.135381012340801
2017-01-10,39.83000183105470,39.900001525878900,39.47700119018560,39.79499816894530,39.79499816894530,51168000,,0.05100250244140,65.2987850913114,38.8513054152125,38.4762909151149,0.3750145000976,0.213842553927119,0.161171946170481
2017-01-11,39.68299865722660,39.974998474121100,39.47549819946290,39.95100021362310,39.95100021362310,59856000,0.15600204467780,,64.5366836031261,39.0204892303526,38.5855286409303,0.4349605894223,0.258066161026155,0.176894428396145
2017-01-12,40.015499114990200,40.70650100708010,39.974998474121100,40.68199920654300,40.68199920654300,97478000,0.73099899291990,,69.6314479556132,39.2761061497665,38.7408227569016,0.5352833928649,0.313509607393904,0.221773785470996
2017-01-13,40.715999603271500,41.08250045776370,40.56999969482420,40.856998443603500,40.856998443603500,75838000,0.1749992370605,,73.3326745399495,39.5193203488183,38.8975765114721,0.6217438373462,0.375156453384363,0.246587383961837
2017-01-17,40.78499984741210,40.79999923706060,40.172000885009800,40.486000061035200,40.486000061035200,73410000,,0.370998382568300,72.22474165464,39.668040304544,39.0152375151434,0.6528027894006,0.43068572058761,0.22211706881299
2017-01-18,40.474998474121100,40.58649826049810,40.2135009765625,40.374000549316400,40.374000549316400,47084000,,0.111999511718800,67.693222888186,39.7766495729705,39.1158866287858,0.6607629441847,0.476701165307028,0.184061778877672
2017-01-19,40.5,40.675498962402300,40.36600112915040,40.45199966430660,40.45199966430660,50816000,0.0779991149902,,67.9540915126601,39.8805495870222,39.2148579647503,0.6656916222719,0.514499256700002,0.151192365571898
2017-01-20,40.763999938964800,40.80099868774410,40.3129997253418,40.416500091552700,40.416500091552700,67524000,,0.0354995727539,72.3684241728175,39.9630035107961,39.3038684926616,0.6591350181345,0.543426408986902,0.115708609147598
2017-01-23,40.34000015258790,40.92499923706060,40.25400161743160,40.89400100708010,40.89400100708010,55950000,0.4775009155274,,87.4545694422623,40.1062338948398,39.4216560863222,0.6845778085176,0.571656688893042,0.112921119624558
2017-01-24,41.099998474121100,41.199501037597700,40.724998474121100,41.12200164794920,41.12200164794920,59434000,0.22800064086910,,87.5587204626804,40.2625058568566,39.5476076094057,0.7148982474509,0.600305000604614,0.114593246846286
