Date,Open,High,Low,Close,Adj Close,Volume,Rise,Drop,14RSI,EMA12,EMA26,MACD,Signal Line 9,MACD Histogram
2017-01-03,76.41999816894530,77.47000122070310,76.0,76.44999694824220,67.08174896240230,636500,0.21058654785150,,31.563695244843,67.1155285147866,67.8265832291016,-0.711054714315,-0.811996889659984,0.100942175344984
2017-01-04,76.80000305175780,76.80000305175780,74.2699966430664,75.12000274658200,65.91472625732420,631800,,1.16702270507810,25.7004119758951,66.9307897059462,67.6849641941551,-0.7541744882089,-0.800432409369767,0.046257921160867
2017-01-05,75.62000274658200,76.13999938964840,75.37000274658200,75.97000122070310,66.66056060791020,527300,0.74583435058600,,40.0000234997749,66.889215998556,67.6090824470258,-0.7198664484698,-0.784319217189774,0.064452768719974
2017-01-06,76.37999725341800,76.72000122070310,75.05999755859380,75.30000305175780,66.07267761230470,326600,,0.58788299560550,32.5855817309403,66.7635947083635,67.4952746814909,-0.7316799731274,-0.773791368377299,0.042111395249899
2017-01-09,75.16999816894530,75.63999938964840,74.04000091552730,74.19000244140630,65.09869384765630,425600,,0.97398376464840,33.9751517137616,66.5074561144085,67.3177501752809,-0.8102940608724,-0.781091906876319,-0.029202153996081
2017-01-10,74.2300033569336,75.12000274658200,73.44999694824220,74.56999969482420,65.43211364746090,557200,0.33341979980460,,41.8500577113607,66.3420188118012,67.1780733954424,-0.8360545836412,-0.792084442229295,-0.043970141411905
2017-01-11,74.86000061035160,74.86000061035160,73.8499984741211,74.31999969482420,65.21275329589840,792100,,0.21936035156250,41.484581854632,66.1682856555085,67.0324941288095,-0.864208473301,-0.806509248443636,-0.057699224857364
2017-01-12,74.69999694824220,75.7300033569336,74.69000244140630,74.77999877929690,65.61637115478520,541200,0.40361785888680,,44.7800626089118,66.0833757323203,66.9275961307336,-0.8442203984133,-0.814051478437569,-0.030168919975731
2017-01-13,74.81999969482420,75.81999969482420,74.01000213623050,75.31999969482420,66.0902099609375,325200,0.4738388061523,,47.9275072420672,66.0844271521076,66.8655675255635,-0.7811403734559,-0.807469257441235,0.026328883985335
2017-01-17,75.11000061035160,77.0999984741211,74.86000061035160,76.19000244140630,66.85359954833980,545900,0.7633895874023,,52.2566154640501,66.2027613669126,66.8646810087321,-0.6619196418195,-0.778359334316888,0.116439692497388
2017-01-18,76.01000213623050,76.38999938964840,74.54000091552730,75.13999938964840,65.93228149414060,479200,,0.92131805419920,44.8314033744868,66.1611490787938,66.7956143780216,-0.6344652992278,-0.74958052729907,0.11511522807127
2017-01-19,75.1500015258789,76.13999938964840,74.83999633789060,75.19000244140630,65.97614288330080,592900,0.04386138916020,,45.1786663049255,66.1326865871795,66.7349127858201,-0.6022261986406,-0.720109661567376,0.117883462926776
2017-01-20,75.5199966430664,75.5199966430664,74.54000091552730,75.12999725341800,65.9234848022461,564100,,0.0526580810547,39.8353781643114,66.1005016971897,66.6748070092591,-0.5743053120694,-0.690948791667781,0.116643479598381
2017-01-23,74.97000122070310,76.26000213623050,74.56999969482420,76.06999969482420,66.74829864501950,390900,0.8248138427734,,49.2044138628806,66.2001627660866,66.6802508341302,-0.4800880680436,-0.648776646942945,0.168688578899345
2017-01-24,76.0999984741211,77.4000015258789,75.80999755859380,77.33000183105470,67.85391998291020,673400,1.10562133789070,,54.4807056502673,66.4545869532902,66.7671892895954,-0.3126023363052,-0.581541784815396,0.268939448510196
2017-01-25,77.75,79.29000091552730,77.62999725341800,78.63999938964840,69.0033950805664,919100,1.1494750976562,,67.9593078862709,66.8467112805635,66.9328341630007,-0.0861228824372,-0.482458004339757,0.396335121902557
2017-01-26,78.0999984741211,78.68000030517580,76.81999969482420,77.5,68.0030746459961,775200,,1.0003204345703,57.5817740298192,67.0246133367839,67.0121112358152,0.0125021009687,-0.383465983278066,0.395968084246766
2017-01-27,77.81999969482420,78.01000213623050,76.72000122070310,76.73999786376950,67.33619689941410,701500,,0.666877746582,57.0725516053873,67.0725492694962,67.036117581267,0.0364316882292,-0.299486448976613,0.335918137205813
2017-01-30,75.9800033569336,76.62000274658200,74.91999816894530,75.69000244140630,66.41488647460940,755400,,0.92131042480470,57.4110923237655,66.9713703779752,66.9901004622553,-0.0187300842801,-0.24333517603731,0.22460509175721
2017-01-31,75.98999786376950,76.44999694824220,75.05000305175780,75.2300033569336,66.0112533569336,471400,,0.4036331176758,53.2353826206819,66.8236600670457,66.9175932692685,-0.0939332022228,-0.213454781274408,0.119521579051608
2017-02-01,75.5999984741211,77.41000366210940,74.30000305175780,76.95999908447270,67.52922821044920,608200,1.5179748535156,,61.3012992446323,66.9322090121847,66.9628995612078,-0.0306905490231,-0.176901934824146,0.146211385801046
2017-02-02,77.19999694824220,78.0999984741211,76.75,77.88999938964840,68.34527587890630,423700,0.81604766845710,,62.7983715203557,67.1496039147573,67.0652978069632,0.0843061077941,-0.124660326300497,0.208966434094597
2017-02-03,78.16000366210940,78.97000122070310,77.62999725341800,78.83999633789060,69.17886352539060,552100,0.83358764648430,,64.0127238617405,67.4617977010086,67.2218582305504,0.2399394704582,-0.0517403669487576,0.291679837406958
2017-02-06,78.41999816894530,78.55000305175780,76.33000183105470,76.87000274658200,67.45027160644530,331400,,1.72859191894530,52.4890184279088,67.4600244556912,67.2387777398759,0.2212467158153,0.00285704960405392,0.218389666211246
2017-02-07,76.66000366210940,77.47000122070310,76.51000213623050,76.88999938964840,67.46781921386720,845100,0.01754760742190,,56.9278705092038,67.4612236492567,67.2557437749864,0.2054798742703,0.0433816145373031,0.162098259732997
