Date,Adj Close,Close,High,Low,Open,Volume,Rise,Drop,14RSI,EMA12,EMA26,MACD,Signal Line 9,MACD Histogram
2017-01-03,65.54642486572270,74.5999984741211,74.66999816894530,73.54000091552730,73.94000244140630,3622700,0.47000122070320,,85.9903711040976,72.8138445499733,72.3301974660946,0.4836470838787,-0.0686648199465064,0.552311903825206
2017-01-04,65.65186309814450,74.72000122070310,75.0,74.37999725341800,74.94999694824220,3021600,1.00999450683590,,87.5000308300177,73.1424833804762,72.5242566869944,0.6182266934818,0.0687134827391549,0.549513210742645
2017-01-05,66.4162826538086,75.58999633789060,77.87000274658200,74.43000030517580,74.93000030517580,3310800,,0.01999664306640,86.6967943595726,73.4174859842761,72.7024599179708,0.7150260663053,0.197975999452384,0.517050066852916
2017-01-06,66.48655700683590,75.66999816894530,76.06999969482420,75.02999877929690,75.45999908447270,2296500,0.52999877929690,,84.1611332085315,73.7317187689217,72.9067220784524,0.8249966904693,0.323380137655767,0.501616552813533
2017-01-09,67.01376342773440,76.2699966430664,76.62000274658200,75.51000213623050,75.66999816894530,3204100,0.20999908447260,,77.1760816952947,74.0299155996946,73.1114091962667,0.9185064034279,0.442405390810194,0.476101012617706
2017-01-10,67.01376342773440,76.2699966430664,76.55999755859380,75.80999755859380,76.44000244140630,3559400,0.77000427246100,,77.8196216554971,74.4006981907272,73.3579716588696,1.0427265318576,0.562469619019675,0.480256912837925
2017-01-11,66.12632751464840,75.26000213623050,76.91999816894530,74.0,76.51000213623050,7701700,0.06999969482420,,77.3947155338979,74.7252064900354,73.5914553979334,1.133751092102,0.67672591363614,0.45702517846586
2017-01-12,67.78695678710940,77.1500015258789,77.5,74.76000213623050,74.8499984741211,11900700,,1.6600036621094,61.5853580529193,74.7444052568178,73.6846808109843,1.0597244458335,0.753325620075612,0.306398825757888
2017-01-13,68.00660705566410,77.4000015258789,78.12000274658200,76.37999725341800,76.91999816894530,5602600,2.0699996948242,,72.2222122019927,75.0791118586836,73.924333948611,1.1547779100726,0.83361607807501,0.32116183199759
2017-01-17,67.52336883544920,76.8499984741211,77.05999755859380,75.87000274658200,77.05999755859380,4913300,0.13999938964850,,71.6183455806128,75.3838635048236,74.1566053271282,1.2272581776954,0.912344497999088,0.314913679696312
2017-01-18,68.12085723876950,77.52999877929690,77.70999908447270,76.87999725341800,77.31999969482420,3360300,0.26000213623040,,70.4774027084346,75.6817306109775,74.3909308358464,1.2907997751311,0.98803555342549,0.30276422170561
2017-01-19,67.51456451416020,76.83999633789060,77.62000274658200,76.76000213623050,77.47000122070310,4439200,0.15000152587890,,74.7081338576593,75.9568491663199,74.6190101236136,1.3378390427063,1.05799625128165,0.27984279142465
2017-01-20,67.48822021484380,76.80999755859380,77.41000366210940,76.47000122070310,77.0199966430664,4371200,,0.4500045776367,73.0037644114687,76.1204103165886,74.7968609769064,1.3235493396822,1.11110686896176,0.21244247072044
2017-01-23,67.05770111083980,76.31999969482420,76.87999725341800,76.16000366210940,76.23999786376950,5055100,,0.7799987792969,66.1233723151692,76.1388084007703,74.9037600055629,1.2350483952074,1.13589517421089,0.09915322099651
2017-01-24,65.76609802246090,74.8499984741211,76.43000030517580,74.16999816894530,76.19999694824220,6594300,,0.04000091552730,63.8479993417779,76.1482220234583,74.9997775568725,1.1484444665858,1.13840503268587,0.01003943389993
2017-01-25,65.76609802246090,74.8499984741211,75.5999984741211,74.2699966430664,75.12000274658200,4830800,,1.07999420166020,51.0328416099404,75.9900344424004,75.0086831264806,0.9813513159198,1.10699428933266,-0.12564297341286
2017-01-26,65.52886199951170,74.58000183105470,75.3499984741211,74.54000091552730,74.9800033569336,3748000,,0.1399993896484,50.2994192527401,75.8346450446363,75.0065586991067,0.8280863455296,1.05121270057205,-0.22312635504245
2017-01-27,66.23176574707030,75.37999725341800,75.4000015258789,74.51000213623050,74.91999816894530,3132800,,0.0600051879883,46.5736036923109,75.6939301406838,75.0001468079836,0.6937833327002,0.97972682699768,-0.28594349429748
2017-01-30,65.63429260253910,74.69999694824220,75.18000030517580,74.25,75.08999633789060,5909600,0.16999816894530,,46.3010142019411,75.6010172479464,75.0068023287175,0.5942149192289,0.902624445443924,-0.308409526215024
2017-01-31,67.68151092529300,77.02999877929690,77.27999877929690,74.0,74.25,6964100,,0.8399963378906,36.1567545670244,75.39316844057,74.9507428969606,0.4424255436094,0.810584665077019,-0.368159121467619
2017-02-01,68.1823501586914,77.5999984741211,78.56999969482420,76.91000366210940,77.88999938964840,4959200,3.6399993896484,,56.0104392416594,75.7772962788898,75.1684656001227,0.6088306787671,0.770233867815035,-0.161403189047935
2017-02-02,67.99784088134770,77.38999938964840,77.91000366210940,76.55000305175780,76.98999786376950,3830900,,0.90000152587890,59.9813393002023,75.9638657534867,75.3033939159484,0.6604718375383,0.748281461759688,-0.087809624221388
2017-02-03,67.85724639892580,77.2300033569336,77.87999725341800,76.70999908447270,77.47000122070310,3836300,0.48000335693360,,53.0120632946933,76.1955789022892,75.4638833459302,0.731695556359,0.74496428067955,-0.01326872432055
2017-02-06,68.38442993164060,77.83000183105470,77.8499984741211,76.76000213623050,76.91999816894530,2835500,,0.55000305175780,49.2662512355766,76.3070280202363,75.5717437031906,0.7352843170457,0.74302828795278,-0.00774397090708
2017-02-07,68.27021026611330,77.69999694824220,78.01000213623050,77.31999969482420,77.68000030517580,3346800,0.76000213623050,,51.7928301990026,76.5182545256116,75.7279108588932,0.7903436667184,0.752491363705904,0.037852303012496
2017-02-08,68.63045501708980,78.11000061035160,78.6500015258789,77.19000244140630,77.44000244140630,2820800,,0.23999786376950,49.8519310718808,76.6600618972723,75.8547324575979,0.8053294396744,0.763058978899603,0.042270460774797
2017-02-09,68.27021026611330,77.69999694824220,78.58999633789060,77.69000244140630,78.11000061035160,2962600,0.66999816894530,,55.265720425035,76.8831293915922,76.0217893578019,0.8613400337903,0.782715189877742,0.078624843912558
2017-02-10,68.34930419921880,77.79000091552730,78.25,77.5999984741211,77.87000274658200,2598600,,0.23999786376960,58.3078760880251,77.0349560615906,76.1586940532671,0.8762620083235,0.801424553566894,0.074837454756606
2017-02-13,68.79154968261720,77.7699966430664,78.05999755859380,77.52999877929690,77.56999969482420,2097500,,0.30000305175780,56.80239716038,77.1172704667035,76.263235211901,0.8540352548025,0.811946693814015,0.042088560988485
