Date,Open,High,Low,Close,Adj Close,Volume,Rise,Drop,14RSI,EMA12,EMA26,MACD,Signal Line 9,MACD Histogram
2017-01-03,178.2899932861330,180.89999389648400,176.5399932861330,178.33999633789100,142.19918823242200,3209800,1.25183105468800,,52.9186928212299,142.611856332272,140.589954540578,2.021901791694,2.35532236932957,-0.33342057763557
2017-01-04,178.25999450683600,179.0,176.67999267578100,177.07000732421900,141.18655395507800,2396500,,1.01263427734400,46.6961231364116,142.392579043473,140.6341470898,1.758431953673,2.23594428619826,-0.47751233252526
2017-01-05,176.3300018310550,177.0,173.8800048828130,174.27999877929700,138.96197509765600,2486100,,2.22457885742200,42.5514062566694,141.86479382104,140.510282497789,1.354511323251,2.05965769360881,-0.70514637035781
2017-01-06,174.2100067138670,176.89999389648400,173.30999755859400,176.58999633789100,140.80380249023400,2314200,1.84182739257800,,42.3454038329087,141.701564385531,140.532024719452,1.169539666079,1.88163408810285,-0.71209442202385
2017-01-09,176.64999389648400,178.3000030517580,176.63999938964800,176.97000122070300,141.1067657470700,2026500,0.302963256836,,46.5685808347712,141.610056902691,140.574598128905,1.035458773786,1.71239902523948,-0.67694025145348
2017-01-10,177.49000549316400,180.74000549316400,176.89999389648400,180.57000732421900,143.977294921875,3018100,2.870529174805,,50.2425229471144,141.974247367181,140.826649743199,1.147597623982,1.59943874498798,-0.45184112100598
2017-01-11,180.0500030517580,180.47000122070300,177.75999450683600,179.4199981689450,143.06033325195300,1878700,,0.916961669922,44.0396857849987,142.1413375033,140.992107780884,1.149229722416,1.50939694047358,-0.36016721805758
2017-01-12,178.08999633789100,179.10000610351600,175.39999389648400,178.86000061035200,142.61375427246100,2313700,,0.44657897949200,42.4013159289313,142.214017006248,141.112229743223,1.101787263025,1.42787500498386,-0.32608774195886
2017-01-13,178.89999389648400,180.77999877929700,178.38999938964800,180.4499969482420,143.881591796875,2090200,1.267837524414,,49.6662757532318,142.470566974037,141.317367673123,1.153199300914,1.37293986416989,-0.21974056325589
2017-01-17,179.47999572753900,179.6300048828130,177.55999755859400,179.11000061035200,142.81314086914100,2631600,,1.068450927734,43.7028551962035,142.523270650207,141.428165687643,1.095104962564,1.31737288384871,-0.22226792128471
2017-01-18,180.36000061035200,185.07000732421900,180.0,185.02000427246100,147.52545166015600,3564200,4.71231079101500,,54.8375790651674,143.29283695943,141.879816500422,1.413020459008,1.33650239888057,0.07651806012743
2017-01-19,185.10000610351600,186.8800048828130,184.67999267578100,185.55999755859400,147.95603942871100,4571800,0.43058776855500,,60.1588871527595,144.010252723935,142.329907087703,1.680345636232,1.40527104635086,0.27507458988114
2017-01-20,188.60000610351600,191.5399932861330,188.10000610351600,191.0800018310550,152.357421875,5762300,4.401382446289,,67.7205957535872,145.29443259333,143.072685960836,2.221746632494,1.56856616357949,0.65318046891451
2017-01-23,191.00999450683600,191.52999877929700,188.4199981689450,191.0,152.29360961914100,3339400,,0.063812255859,74.8687313799243,146.371229058839,143.755717342933,2.615511715906,1.77795527404479,0.83755644186121
2017-01-24,192.72000122070300,199.63999938964800,192.27999877929700,197.75,157.6757354736330,6200800,5.382125854492,,78.7213521593885,148.110383891884,144.786829797059,3.323554094825,2.08707503820083,1.23647905662417
2017-01-25,199.9199981689450,202.58999633789100,198.02999877929700,202.47999572753900,161.44717407226600,6088800,3.771438598633,,84.1071969833207,150.162197765789,146.020929373,4.141268392789,2.49791370911846,1.64335468367054
2017-01-26,204.44000244140600,205.27000427246100,201.1300048828130,204.1699981689450,162.794677734375,3882000,1.347503662109,,91.3413233246717,152.105656222495,147.26342925162,4.842226970875,2.96677636146977,1.87545060940523
2017-01-27,205.3800048828130,205.7899932861330,203.5399932861330,205.7100067138670,164.0226287841800,2578000,1.227951049805,,91.1529052103581,153.9390366166,148.504851439217,5.434185177383,3.46025812465242,1.97392705273058
2017-01-30,204.4499969482420,204.8699951171880,200.61000061035200,203.22000122070300,162.0371856689450,3323400,,1.9854431152350,85.0089992047219,155.184905701576,149.507246567345,5.677659134231,3.90373832656814,1.77392080766286
2017-01-31,202.47000122070300,202.47000122070300,198.86000061035200,199.5,159.07106018066400,2674900,,2.966125488281,75.165913865734,155.782775621436,150.215677205369,5.567098416067,4.23641034446791,1.33068807159909
2017-02-01,202.25,204.47999572753900,200.2100067138670,203.69000244140600,162.4119873046880,3118400,3.340927124024,,79.8521691152946,156.802654341936,151.119107583096,5.68354675884,4.52583762734233,1.15770913149767
2017-02-02,201.97000122070300,205.02999877929700,201.0,204.0500030517580,162.69903564453100,2271200,0.287048339843,,81.137127796421,157.709789926951,151.976880032091,5.73290989486,4.76725208084586,0.96565781401414
2017-02-03,204.9499969482420,206.60000610351600,203.02999877929700,206.16000366210900,164.38140869140600,2436700,1.68237304687500,,81.3764890961547,158.73619281379,152.895734006855,5.840458806935,4.98189342606369,0.85856538087131
2017-02-06,206.14999389648400,206.66000366210900,204.3000030517580,206.55999755859400,164.70037841796900,1871600,0.31896972656300,,84.2866690442293,159.653759829818,153.770152111382,5.883607718436,5.16223628453815,0.72137143389785
2017-02-07,207.2100067138670,207.39999389648400,204.92999267578100,205.91000366210900,164.1820831298830,2284000,,0.518295288086,80.0401118596923,160.350424952905,154.541406260901,5.809018692004,5.29159276603132,0.51742592597268
2017-02-08,205.97000122070300,208.75,205.16000366210900,206.88999938964800,164.96348571777300,2106900,0.78140258789,,80.2895250311152,161.060126609039,155.313412146595,5.746714462444,5.38261710531386,0.36409735713014
